prec_id,Emanuel,DelValle,Braun,Chico,Watkins,Walls
C13003,100,43,1,139,0,0
C13004,149,17,9,259,0,1
C13005,103,31,1,160,0,1
C13006,95,37,3,110,0,1
C13007,89,30,6,104,4,2
C13008,91,28,0,169,0,0
C13009,97,19,0,163,0,0
C13010,77,18,3,115,3,2
C13011,86,27,7,102,1,0
C13012,85,28,0,108,3,0
C13013,110,21,3,158,0,2
C13014,76,24,3,130,0,1
C13015,134,48,1,147,0,1
C13016,125,35,1,145,2,3
C13017,82,27,2,166,0,0
C13018,58,31,5,111,3,2
C13019,126,36,9,122,2,2
C13020,73,36,1,112,1,0
C13021,124,19,19,129,2,5
C13022,79,18,1,112,1,0
C13023,79,32,1,147,0,0
C13024,107,28,7,115,0,4
C13025,92,24,4,126,0,0
C13026,102,13,0,149,0,1
C13027,140,22,5,115,0,1
C13028,77,22,1,111,2,1
C13029,67,18,2,134,1,0
C13030,106,53,3,182,2,0
C13031,94,29,4,128,1,1
C13032,133,11,33,41,12,2
C13033,87,20,3,112,0,1
C13034,132,67,0,152,1,0
C13035,91,45,1,128,1,0
C13036,49,9,0,72,0,0
C13037,109,32,18,96,2,2
C13038,96,32,7,125,0,1
C13039,87,25,0,146,0,3
C13040,100,33,4,143,2,1
C13041,88,30,5,106,2,0
C13042,84,27,11,116,3,1
C13043,95,29,2,153,0,1
C13044,123,44,3,172,1,1
C13045,98,24,1,184,0,1
C13046,113,49,3,133,0,0
C13047,108,32,4,117,1,1
C14001,26,10,0,59,0,0
C14002,58,21,2,105,0,0
C14003,66,34,9,106,0,0
C14004,41,24,2,98,1,0
C14005,45,39,2,146,1,0
C14006,34,31,1,114,0,0
C14007,51,21,2,104,0,0
C14008,35,19,0,67,2,0
C14009,35,36,0,133,0,0
C14010,43,40,3,125,0,2
C14011,19,18,1,123,2,1
C14012,42,14,1,105,2,0
C14013,73,23,0,121,1,0
C14014,36,16,2,106,0,0
C14015,41,18,1,149,0,1
C14016,53,27,1,119,1,0
C14017,38,20,6,183,2,1
C14018,41,31,0,82,2,0
C14019,59,41,3,146,3,0
C14020,43,17,1,94,0,0
C14021,31,20,1,150,0,0
C14022,57,48,2,148,1,0
C14023,64,27,0,134,0,0
C14024,28,10,4,90,0,0
C14025,86,17,1,100,0,0
C14026,42,25,1,108,0,0
C14027,85,36,2,135,3,3
C14028,55,22,1,105,0,3
C14029,57,29,4,142,1,0
C14030,41,18,1,106,0,0
C14031,35,15,0,117,1,0
C14032,43,23,4,53,1,1
C14033,30,20,3,94,0,0
C14034,31,19,2,94,0,0
C14035,39,32,0,110,1,0
C15001,61,18,24,44,5,1
C15002,67,10,39,4,8,0
C15003,59,1,32,14,6,5
C15004,90,3,35,6,6,5
C15005,78,3,34,11,4,2
C15006,74,12,31,27,3,1
C15007,86,3,37,14,5,3
C15008,113,1,58,16,13,3
C15009,86,9,34,23,8,3
C15010,39,36,1,57,0,0
C15011,104,14,26,19,6,6
C15012,39,1,28,8,3,0
C15013,42,26,14,39,2,3
C15014,78,44,8,92,1,0
C15015,63,21,17,54,0,0
C15016,44,19,7,47,0,0
C15017,99,3,43,12,9,8
C15018,68,1,24,7,4,4
C15019,100,3,21,7,11,3
C15020,47,3,20,5,6,1
C15021,80,3,38,9,8,2
C15022,112,10,51,27,5,4
C15023,59,3,29,14,3,1
C15024,70,7,22,32,7,4
C15025,70,25,19,44,7,1
C15026,89,4,29,8,3,3
C15027,80,4,29,13,6,1
C15028,70,33,5,100,2,0
C15029,32,1,18,5,2,1
C15030,76,10,32,25,3,6
C15031,74,1,32,3,4,0
C15032,59,11,17,45,2,2
C15033,82,4,37,6,6,2
C15034,78,4,45,6,8,1
C15035,118,2,39,9,7,1
C15036,73,3,38,15,4,3
C15037,67,0,21,10,1,1
C15038,74,8,19,20,4,4
C15039,77,6,42,15,10,3
C15040,74,4,30,11,3,0
C15041,138,9,36,34,6,4
C15042,57,0,16,9,5,1
C15043,79,4,31,4,2,0
C15044,93,21,20,38,4,2
C15045,34,9,7,21,2,2
C15046,66,2,18,5,0,2
C15047,122,1,36,20,6,3
C15048,72,7,11,15,5,1
C15049,49,5,12,40,4,0
C15050,82,5,35,19,5,2
C15051,56,1,30,11,2,2
C15052,61,1,32,12,5,5
C16001,43,9,15,19,1,1
C16002,68,5,26,7,3,0
C16003,100,3,40,5,7,2
C16004,30,18,10,57,0,2
C16005,74,5,56,11,7,2
C16006,36,4,14,8,2,0
C16007,67,7,38,23,7,3
C16008,96,8,19,23,1,1
C16009,109,3,51,14,10,6
C16010,120,5,54,13,7,12
C16011,85,11,32,35,8,4
C16012,58,4,20,12,2,0
C16013,50,20,7,76,3,1
C16014,86,2,51,9,2,2
C16015,89,2,40,18,4,2
C16016,90,2,40,14,7,2
C16017,55,21,4,73,0,1
C16018,96,5,37,10,4,4
C16019,108,5,38,22,4,2
C16020,67,4,43,11,2,1
C16021,56,33,3,85,0,0
C16022,72,0,31,10,4,2
C16023,41,26,6,57,2,2
C16024,49,2,23,5,4,1
C16025,70,5,21,9,3,2
C16026,84,2,45,13,6,1
C16027,146,7,55,20,10,7
C16028,89,5,57,13,4,8
C16029,65,3,18,10,6,2
C16030,69,7,25,7,4,0
C16031,112,4,37,16,4,2
C16032,55,25,2,88,0,0
C16033,60,5,21,12,2,1
C16034,77,4,27,5,5,3
C16035,57,24,11,74,2,1
C16036,85,1,35,10,15,1
C16037,42,3,20,5,2,3
C16038,71,2,22,10,3,3
C16039,74,26,5,86,1,0
C16040,80,8,56,11,7,3
C16041,33,3,30,8,0,1
C16042,41,27,3,93,2,0
C16043,82,2,57,11,6,2
C16044,79,12,21,28,8,2
C17001,62,4,26,8,3,2
C17002,95,8,49,9,6,7
C17003,73,3,43,9,3,1
C17004,172,5,56,22,13,5
C17005,90,3,32,12,10,0
C17006,94,1,31,6,0,1
C17007,121,5,40,21,8,4
C17008,91,3,30,7,4,4
C17009,76,5,31,8,10,5
C17010,102,5,38,20,8,5
C17011,95,2,42,22,7,2
C17012,174,6,54,19,8,4
C17013,61,2,35,3,4,5
C17014,102,5,33,11,5,2
C17015,127,4,38,18,8,8
C17016,75,4,31,7,8,3
C17017,54,2,30,11,4,0
C17018,140,4,40,17,6,1
C17019,51,1,16,3,3,2
C17020,91,3,40,17,9,0
C17021,160,12,65,19,7,6
C17022,113,5,50,13,8,6
C17023,75,3,22,5,7,3
C17024,90,5,41,18,17,2
C17025,65,5,18,14,9,2
C17026,125,5,47,25,13,5
C17027,144,6,48,19,11,3
C17028,101,4,32,23,6,1
C17029,101,3,52,12,9,1
C17030,98,4,54,17,9,2
C17031,99,2,39,11,6,1
C17032,125,3,47,5,11,2
C17033,100,5,21,14,2,3
C17034,84,1,33,10,13,1
C17035,60,7,25,11,5,0
C17036,68,0,27,2,2,1
C17037,87,2,29,16,6,3
C17038,95,3,39,6,3,1
C17039,97,4,41,13,3,4
C17040,87,2,31,12,8,6
C17041,95,3,24,4,1,0
C17042,77,2,32,7,12,4
C17043,80,4,33,7,3,5
C17044,61,4,35,11,11,1
C17045,65,5,22,7,4,1
C17046,93,3,40,13,1,3
C17047,57,3,28,9,8,1
C17048,90,3,39,10,10,8
C17049,81,2,24,6,3,2
C17050,93,1,37,16,11,4
C17051,113,3,28,11,46,5
C17052,150,6,60,17,15,2
C17053,107,3,47,15,6,3
C17054,146,7,47,23,7,1
C17055,99,4,27,19,9,3
C17056,89,2,47,10,9,6
C17057,116,3,49,26,6,2
C17058,83,6,34,7,7,0
C17059,54,0,19,7,5,3
C17060,163,4,47,14,12,4
C17061,94,4,33,11,6,6
C17062,77,3,35,13,4,1
C17063,78,4,24,12,5,0
C17064,59,2,36,10,7,5
C18001,69,4,14,26,4,2
C18002,138,14,52,57,9,6
C18003,59,29,12,135,1,3
C18004,148,6,71,52,9,6
C18005,147,5,41,14,6,4
C18006,86,11,19,129,6,2
C18007,123,10,42,68,5,4
C18008,57,3,21,21,6,1
C18009,138,6,59,67,13,7
C18010,198,19,86,107,16,3
C18011,122,27,24,61,1,6
C18012,170,10,71,55,16,6
C18013,150,12,51,72,10,13
C18014,179,11,59,42,13,5
C18015,68,19,15,58,3,0
C18016,163,6,72,58,12,3
C18017,124,14,28,67,5,4
C18018,124,10,80,24,9,8
C18019,181,6,72,28,14,10
C18020,128,9,69,19,16,7
C18021,180,21,65,81,15,4
C18022,208,9,64,59,11,8
C18023,114,8,49,42,8,8
C18024,173,8,71,28,14,3
C18025,160,4,56,23,10,5
C18026,112,9,52,40,7,15
C18027,122,16,44,36,10,3
C18028,84,17,5,155,2,1
C18029,136,12,37,85,5,1
C18030,117,7,40,11,6,3
C18031,135,9,33,38,12,5
C18032,205,3,76,28,8,7
C18033,118,1,35,13,10,6
C18034,171,20,76,73,14,9
C18035,185,14,45,76,17,8
C18036,84,5,35,57,8,1
C18037,137,12,36,43,6,7
C18038,169,7,73,23,6,1
C18039,115,7,44,48,11,7
C18040,188,12,79,55,15,8
C18041,109,18,20,141,2,3
C18042,112,10,27,34,6,0
C18043,80,29,15,66,4,2
C18044,92,12,24,37,8,2
C18045,163,9,68,20,8,3
C18046,167,2,52,20,8,5
C18047,122,11,36,25,3,2
C18048,68,19,3,82,1,0
C18049,90,5,41,15,5,4
C18050,140,5,34,27,5,2
C18051,166,11,68,22,20,4
C18052,163,7,71,16,8,5
C18053,125,2,28,14,9,3
C18054,152,5,62,36,4,3
C18055,83,13,14,165,0,1
C18056,89,12,30,100,7,0
C18057,94,22,24,51,4,1
C18058,133,4,38,15,7,4
C18059,136,7,51,27,8,7
C18060,178,4,58,18,13,4
C18061,166,9,43,13,8,3
C18062,75,25,10,75,3,0
C19001,134,21,4,241,2,1
C19002,161,29,35,93,4,5
C19003,67,11,1,290,0,0
C19004,129,20,7,227,1,2
C19005,190,29,42,113,9,6
C19006,91,15,2,253,0,1
C19007,120,26,4,222,0,1
C19008,69,11,3,238,0,0
C19009,63,10,2,218,0,0
C19010,248,29,30,151,4,5
C19011,88,22,6,357,1,0
C19012,83,15,0,283,0,0
C19013,136,10,48,39,4,7
C19014,242,34,12,131,4,0
C19015,82,18,0,275,2,0
C19016,92,17,2,355,1,0
C19017,114,31,1,251,1,2
C19018,204,37,22,157,0,1
C19019,182,40,28,143,1,0
C19020,165,37,37,98,2,0
C19021,83,17,1,217,0,1
C19022,204,23,26,172,3,1
C19023,157,29,2,270,1,1
C19024,88,23,1,231,1,2
C19025,188,33,22,188,6,1
C19026,211,25,17,158,3,1
C19027,111,22,23,66,8,4
C19028,178,26,63,62,15,7
C19029,83,21,0,287,2,0
C19030,93,21,1,297,0,1
C19031,151,30,16,177,2,2
C19032,103,28,2,262,2,0
C19033,108,17,0,338,1,1
C19034,178,35,7,142,3,5
C19035,151,26,22,153,2,1
C19036,209,31,54,101,11,5
C19037,171,40,29,131,7,5
C19038,190,30,44,73,11,6
C19039,63,5,21,26,3,1
C19040,182,32,17,160,3,2
C19041,70,16,0,223,0,0
C19042,190,27,47,101,5,1
C19043,241,17,104,54,12,4
C19044,93,19,1,284,2,0
C19045,131,29,3,241,3,0
C19046,199,20,1,255,0,1
C19047,199,40,58,192,8,7
C19048,252,13,89,48,12,7
C19049,220,39,65,83,7,6
C19050,190,18,63,36,12,10
C19051,72,25,2,208,1,0
C19052,85,15,3,234,0,1
C19053,134,26,7,216,2,0
C19054,87,8,0,240,0,0
C19055,96,15,0,221,1,1
C19056,236,33,30,131,1,1
C19057,200,34,29,159,7,4
C19058,99,12,4,301,0,1
C19059,103,24,3,337,1,1
C19060,133,11,53,43,13,7
C19061,197,20,2,266,2,0
C19062,100,22,9,214,2,2
C19063,105,18,36,82,4,2
C20001,102,8,39,21,9,1
C20002,108,8,34,8,5,4
C20003,95,2,38,17,3,1
C20004,39,25,6,94,1,1
C20005,78,1,27,10,1,5
C20006,118,6,54,16,6,6
C20007,31,6,19,3,1,0
C20008,14,12,0,47,1,2
C20009,159,21,58,32,9,8
C20010,92,4,49,12,4,0
C20011,58,0,22,7,4,1
C20012,65,1,23,12,8,0
C20013,90,1,36,11,9,4
C20014,148,4,50,14,10,5
C20015,57,35,3,97,1,0
C20016,156,19,47,24,9,2
C20017,65,4,34,7,7,4
C20018,83,1,34,11,9,2
C20019,82,5,40,10,3,3
C20020,35,4,26,7,4,0
C20021,31,8,3,66,0,2
C20022,168,20,56,30,5,11
C20023,167,7,44,11,9,2
C20024,120,15,41,26,8,2
C20025,78,2,36,20,8,2
C20026,94,5,73,24,8,6
C20027,85,5,37,8,6,5
C20028,119,6,28,14,4,3
C20029,118,9,49,21,9,9
C20030,88,3,36,14,8,4
C20031,108,6,43,15,11,2
C20032,79,6,29,5,1,2
C20033,103,4,43,16,6,7
C20034,183,39,38,25,14,6
C20035,40,0,20,9,5,0
C20036,90,3,25,17,3,4
C20037,94,8,52,12,10,6
C20038,27,2,7,3,0,0
C20039,105,4,35,21,8,5
C20040,83,5,31,7,5,0
C20041,9,13,2,30,1,1
C20042,94,3,23,9,9,5
C20043,33,0,14,1,1,2
C20044,131,11,69,20,8,4
C20045,62,2,32,11,3,5
C20046,96,13,27,20,5,3
C20047,77,3,34,11,5,4
C20048,42,2,19,1,1,4
C20049,73,4,30,9,5,2
C20050,48,3,17,7,3,3
C21001,211,11,67,35,10,9
C21002,132,8,42,16,12,9
C21003,116,8,32,13,7,6
C21004,142,11,48,21,12,3
C21005,131,5,57,29,12,6
C21006,118,6,42,13,6,1
C21007,152,4,54,29,6,5
C21008,154,9,58,16,14,5
C21009,158,1,53,20,10,2
C21010,104,2,39,25,4,3
C21011,139,9,51,20,11,2
C21012,156,4,65,14,7,2
C21013,92,3,26,6,7,2
C21014,140,4,52,15,7,2
C21015,100,6,51,12,7,2
C21016,130,4,49,23,10,0
C21017,140,7,54,18,10,12
C21018,127,1,44,21,11,4
C21019,103,8,52,18,7,3
C21020,86,3,24,26,6,2
C21021,145,10,66,20,12,9
C21022,128,4,49,15,6,2
C21023,103,1,50,12,7,6
C21024,141,6,65,20,7,4
C21025,98,5,57,22,5,8
C21026,104,5,60,15,7,9
C21027,189,5,63,18,14,3
C21028,130,4,38,17,5,3
C21029,62,3,25,9,5,3
C21030,92,5,39,13,8,3
C21031,188,9,71,34,13,4
C21032,101,10,55,26,10,1
C21033,130,11,53,22,11,3
C21034,170,3,48,23,18,4
C21035,77,6,23,12,5,2
C21036,117,6,28,10,11,5
C21037,149,3,47,32,11,9
C21038,120,3,70,23,16,3
C21039,109,2,47,24,3,2
C21040,118,7,48,22,14,4
C21041,85,7,56,11,4,4
C21042,128,5,63,18,7,4
C21043,141,4,39,17,12,0
C21044,132,8,51,14,4,4
C21045,113,4,38,21,9,7
C21046,93,3,23,19,4,3
C21047,183,11,71,32,7,4
C21048,143,11,44,18,5,2
C21049,154,15,74,23,11,10
C21050,140,6,60,21,11,8
C21051,136,7,57,18,9,8
C21052,142,6,56,16,6,1
C21053,130,8,59,12,7,3
C21054,116,2,62,20,9,3
C21055,161,2,51,19,8,3
C21056,117,3,43,10,6,4
C21057,116,7,46,16,19,3
C21058,103,3,48,19,4,4
C21059,170,7,57,26,11,6
C21060,142,5,54,19,13,8
C21061,165,10,46,18,9,4
C21062,109,5,56,30,6,5
C21063,118,7,56,15,5,3
C21064,53,2,31,8,4,4
C21065,157,19,90,37,17,3
C21066,112,2,47,19,5,3
C21067,153,4,54,13,9,8
C21068,152,2,36,19,11,8
C21069,100,3,47,14,9,0
C21070,118,6,35,13,12,3
C21071,109,2,47,23,3,1
C21072,142,7,60,24,9,2
C21073,170,11,52,25,11,9
C21074,43,0,27,3,2,1
C22001,27,42,3,55,0,0
C22002,32,41,3,62,0,0
C22003,34,64,1,92,1,0
C22004,38,46,0,83,0,0
C22005,50,60,1,100,1,0
C22006,30,50,0,80,0,1
C22007,89,8,55,16,2,3
C22008,30,25,2,77,1,0
C22009,31,57,1,87,1,1
C22010,48,58,1,87,0,0
C22011,40,43,0,92,0,0
C22012,46,41,2,61,0,0
C22013,65,35,3,105,0,1
C22014,42,25,13,35,2,0
C22015,26,34,1,63,1,0
C22016,56,51,2,96,0,0
C22017,35,50,0,85,1,0
C22018,45,61,2,93,0,0
C22019,78,8,14,14,9,1
C22020,46,38,2,101,1,0
C22021,117,7,24,8,10,1
C22022,28,45,0,79,0,0
C22023,52,62,9,83,1,0
C22024,29,34,1,72,0,0
C22025,31,51,1,65,0,0
C22026,45,34,0,79,1,0
C22027,54,63,1,100,0,1
C22028,18,33,3,56,0,0
C22029,30,22,2,56,1,0
C23001,84,12,3,207,1,1
C23002,109,16,3,262,3,2
C23003,135,17,0,194,2,0
C23004,121,20,0,166,1,0
C23005,91,24,2,97,0,0
C23006,134,22,5,143,0,2
C23007,121,15,1,173,2,0
C23008,94,29,5,179,1,2
C23009,121,47,3,134,0,4
C23010,112,40,2,160,2,0
C23011,129,25,4,196,0,0
C23012,134,20,2,202,1,0
C23013,129,24,2,242,1,0
C23014,109,18,0,168,0,1
C23015,104,8,3,207,2,1
C23016,119,17,2,205,2,1
C23017,133,24,2,232,1,1
C23018,91,13,0,153,0,1
C23019,84,22,0,175,2,0
C23020,104,9,4,170,1,0
C23021,164,1,69,19,12,2
C23022,101,28,2,169,0,0
C23023,107,23,3,188,0,0
C23024,49,22,8,100,1,0
C23025,93,33,1,108,0,4
C23026,121,22,2,202,1,2
C23027,99,22,1,189,0,0
C23028,121,17,4,205,1,0
C23029,85,37,2,120,1,0
C23030,92,23,0,183,0,0
C23031,105,29,12,102,1,4
C23032,152,30,7,93,4,2
C23033,158,24,2,145,0,1
C23034,114,24,2,115,1,1
C23035,123,3,40,11,3,4
C23036,166,18,3,244,0,0
C23037,98,2,35,13,4,1
C23038,93,18,3,157,1,0
C23039,89,23,1,179,1,0
C23040,124,18,3,177,1,0
C23041,124,15,4,132,3,0
C23042,100,23,1,146,0,0
C23043,140,30,2,218,2,0
C23044,117,19,3,187,0,0
C23045,131,32,4,236,0,1
C23046,103,16,1,213,1,0
C23047,125,31,2,216,3,3
C23048,95,18,2,130,2,0
C23049,125,28,2,254,2,1
C23050,72,16,2,91,1,1
C23051,101,16,2,121,2,2
C23052,142,22,3,229,1,1
C23053,73,17,2,108,1,0
C23054,159,18,7,192,0,2
C24001,150,8,54,22,10,5
C24002,66,5,28,11,10,2
C24003,107,5,26,10,5,2
C24004,110,7,26,15,7,4
C24005,99,7,37,9,4,5
C24006,120,10,40,13,9,6
C24007,106,2,27,12,7,1
C24008,78,4,41,16,10,3
C24009,110,8,31,13,10,3
C24010,92,3,39,8,4,0
C24011,62,1,23,7,2,1
C24012,118,1,31,4,5,1
C24013,80,3,40,13,4,1
C24014,115,3,54,19,18,5
C24015,76,3,33,15,6,4
C24016,64,2,26,8,3,0
C24017,86,3,38,15,2,3
C24018,79,1,24,8,4,3
C24019,52,1,27,11,6,2
C24020,73,2,32,12,5,1
C24021,45,3,39,12,3,0
C24022,111,5,37,19,9,9
C24023,63,1,18,7,7,2
C24024,62,0,22,11,1,2
C24025,139,2,39,12,13,0
C24026,112,5,48,12,8,2
C24027,60,4,22,13,5,3
C24028,127,7,59,14,3,2
C24029,111,5,48,13,6,3
C24030,109,8,43,19,9,0
C24031,106,7,28,11,7,6
C24032,86,5,44,19,13,3
C24033,66,3,26,18,4,2
C24034,108,5,37,15,7,2
C24035,145,4,64,15,14,4
C24036,86,8,36,18,6,1
C24037,111,2,47,11,10,3
C24038,100,13,51,26,11,2
C24039,103,4,29,24,6,2
C24040,109,14,55,19,4,4
C24041,109,5,26,15,8,4
C24042,80,5,22,9,4,3
C24043,143,1,58,8,9,2
C24044,144,23,44,27,21,1
C24045,78,5,35,12,4,2
C24046,108,5,44,25,6,4
C24047,92,3,25,13,12,2
C24048,77,1,25,7,2,2
C24049,203,6,70,23,11,8
C24050,198,10,61,19,11,1
C24051,162,8,55,18,10,2
C24052,85,2,40,15,5,0
C24053,44,44,4,79,1,0
C24054,121,4,60,15,10,5
C24055,101,1,32,17,7,4
C24056,133,5,42,13,10,8
C25001,80,44,4,125,1,0
C25002,90,128,1,187,5,0
C25003,111,18,16,57,3,4
C25004,143,39,1,121,2,1
C25005,83,54,3,120,0,0
C25006,72,57,2,95,2,2
C25007,65,76,4,108,4,0
C25008,67,67,3,117,0,2
C25009,94,74,9,172,3,0
C25010,61,28,13,69,2,0
C25011,88,88,5,127,1,1
C25012,123,56,3,99,0,0
C25013,81,81,1,155,2,0
C25014,87,23,8,90,2,2
C25015,80,46,6,146,3,2
C25016,87,27,8,72,0,2
