prec_id,Emanuel,DelValle,Braun,Chico,Watkins,Walls
C38038,144,27,4,106,1,1
C38039,126,24,1,65,1,0
C38040,101,18,2,57,0,0
C38041,217,45,4,97,3,0
C38042,151,19,0,114,4,1
C38043,131,30,1,100,0,1
C38044,142,24,1,81,1,0
C38045,183,21,0,86,0,0
C38046,105,14,5,83,0,0
C38047,128,28,3,88,0,0
C38048,122,28,4,77,0,2
C38049,139,18,1,79,2,0
C38050,126,26,2,95,1,2
C38051,91,17,1,64,0,0
C38052,136,28,0,62,1,0
C38053,38,12,1,11,0,0
C39001,141,19,1,105,1,1
C39002,340,13,1,70,1,1
C39003,146,13,3,101,2,1
C39004,115,21,0,76,2,1
C39005,101,19,1,72,0,2
C39006,140,24,3,111,0,0
C39007,125,23,2,47,0,0
C39008,141,38,0,98,0,0
C39009,192,31,3,85,0,2
C39010,132,24,1,40,1,0
C39011,179,20,5,79,0,2
C39012,101,37,6,51,2,1
C39013,79,22,1,32,0,1
C39014,125,44,8,58,4,1
C39015,132,19,1,86,0,0
C39016,99,23,2,47,1,0
C39017,123,15,3,35,0,2
C39018,151,39,4,80,0,3
C39019,96,25,3,47,0,0
C39020,129,25,2,97,0,0
C39021,90,31,0,56,1,0
C39022,176,22,6,52,2,0
C39023,102,13,0,37,0,0
C39024,114,36,3,65,2,0
C39025,147,35,2,71,3,0
C39026,141,15,1,87,2,1
C39027,153,38,7,59,1,0
C39028,142,54,2,82,1,1
C39029,162,35,10,59,0,0
C39030,82,24,6,30,1,0
C39031,102,15,5,64,0,0
C39032,118,20,3,34,0,1
C39033,190,33,2,61,3,3
C39034,172,30,5,75,3,1
C39035,181,40,2,63,0,2
C39036,127,23,4,48,1,2
C39037,218,29,0,112,3,3
C39038,164,21,1,83,1,0
C39039,62,10,0,41,1,0
C39040,105,9,2,52,0,0
C39041,64,4,2,29,0,0
C39042,122,19,1,83,0,0
C39043,133,32,5,48,2,0
C39044,169,59,4,74,3,3
C39045,83,25,4,37,2,1
C39046,101,31,8,61,0,3
C39047,90,21,2,61,0,0
C40001,103,19,2,34,2,1
C40002,86,15,1,36,2,4
C40003,144,59,4,36,4,2
C40004,122,68,3,37,1,0
C40005,144,41,2,56,4,2
C40006,132,58,2,41,1,1
C40007,132,50,3,29,1,0
C40008,39,9,0,14,0,0
C40009,146,20,11,48,1,2
C40010,185,30,1,47,4,6
C40011,112,34,3,27,2,2
C40012,98,40,3,29,1,0
C40013,169,68,8,40,0,2
C40014,156,20,0,66,1,0
C40015,163,24,3,34,2,1
C40016,167,22,10,56,3,0
C40017,74,11,0,25,1,1
C40018,126,33,18,38,3,0
C40019,126,19,5,66,1,0
C40020,118,36,2,50,0,2
C40021,136,26,2,46,2,0
C40022,108,18,1,24,1,0
C40023,209,52,0,44,1,1
C40024,92,11,3,37,0,0
C40025,105,22,5,42,0,0
C40026,140,79,2,30,1,1
C40027,108,29,7,40,1,0
C40028,153,44,9,52,2,3
C40029,165,31,4,66,1,0
C40030,204,23,1,54,0,0
C40031,126,19,0,47,2,0
C40032,81,14,3,36,0,1
C40033,154,52,5,46,2,1
C40034,108,15,3,30,0,0
C40035,147,33,7,59,2,0
C40036,160,26,0,76,0,0
C40037,110,27,8,35,1,0
C40038,79,12,0,25,0,0
C40039,109,26,6,38,2,0
C40040,107,15,1,38,1,0
C40041,211,76,1,59,1,0
C40042,180,58,4,39,1,5
C40043,151,46,5,51,1,2
C40044,105,17,2,25,1,0
C40045,222,71,21,74,4,0
C40046,211,43,5,64,3,0
C40047,128,57,4,33,5,1
C40048,83,25,3,44,1,0
C40049,84,21,2,27,1,0
C41001,152,24,2,206,4,0
C41002,187,25,3,227,0,0
C41003,163,30,4,149,1,3
C41004,161,30,5,212,0,1
C41005,185,37,3,205,2,1
C41006,184,17,1,141,1,5
C41007,199,28,2,229,3,0
C41008,161,23,0,216,0,0
C41009,167,32,4,183,3,2
C41010,118,28,0,172,0,2
C41011,152,32,3,247,1,1
C41012,182,25,0,121,0,0
C41013,86,16,4,114,5,0
C41014,212,25,3,143,1,1
C41015,169,23,2,224,0,1
C41016,143,35,4,217,2,0
C41017,183,23,7,206,1,0
C41018,157,14,5,173,6,2
C41019,200,23,2,183,0,2
C41020,211,27,5,154,3,2
C41021,143,30,3,219,0,1
C41022,125,20,0,163,0,0
C41023,150,19,1,146,1,0
C41024,154,26,2,191,0,0
C41025,66,3,2,56,0,3
C41026,59,7,2,88,1,1
C41027,50,7,4,49,0,2
C41028,157,15,9,88,4,0
C41029,92,10,4,57,1,0
C41030,167,34,0,229,1,0
C41031,156,23,2,232,0,0
C41032,97,5,1,166,0,0
C41033,106,15,0,161,1,0
C41034,126,13,3,168,1,0
C41035,170,31,1,224,0,2
C41036,176,37,0,204,1,0
C41037,153,20,3,246,1,3
C41038,161,45,1,175,3,3
C41039,105,19,1,134,0,0
C41040,143,28,5,259,1,3
C41041,171,20,0,233,2,1
C41042,195,33,1,245,1,2
C41043,165,21,1,198,2,2
C41044,181,17,3,158,1,0
C41045,155,36,2,174,0,2
C41046,114,11,5,158,4,2
C41047,171,12,1,127,2,2
C41048,97,8,5,79,1,2
C41049,145,32,1,278,0,0
C41050,179,27,2,197,0,1
C41051,111,11,3,143,0,1
C41052,218,29,1,245,4,0
C41053,162,40,2,183,1,1
C41054,145,18,1,106,3,2
C41055,129,19,4,196,2,2
C41056,210,36,2,227,1,0
C41057,107,12,1,205,0,0
C42001,301,6,1,50,1,1
C42002,138,12,8,27,2,0
C42003,204,12,6,29,1,2
C42004,230,9,2,56,0,0
C42005,203,9,2,43,0,0
C42006,341,19,16,97,2,1
C42007,165,9,4,49,1,0
C42008,254,23,5,65,2,1
C42009,408,37,18,131,2,3
C42010,175,6,1,37,0,0
C42011,240,11,7,65,1,1
C42012,152,10,3,43,0,0
C42013,280,22,13,97,3,1
C42014,202,5,2,44,1,0
C42015,222,16,3,52,2,2
C42016,175,8,2,21,0,0
C42017,262,35,34,61,7,6
C42018,407,32,1,81,3,3
C42019,70,5,2,24,0,0
C42020,100,8,5,36,1,2
C42021,159,10,1,35,0,0
C42022,142,8,3,36,0,0
C42023,297,15,0,42,0,0
C42024,256,13,6,54,0,1
C42025,181,12,2,48,0,0
C42026,199,18,25,41,5,4
C42027,200,26,8,90,0,2
C42028,186,14,6,48,1,0
C42029,269,5,2,40,0,1
C42030,140,9,6,38,1,1
C42031,209,6,1,57,0,3
C42032,190,11,3,49,1,0
C42033,246,15,5,76,0,1
C42034,176,9,1,58,1,0
C42035,184,9,0,38,1,2
C42036,142,8,0,35,0,0
C42037,213,4,1,32,0,0
C42038,183,4,1,20,0,0
C42039,107,5,9,14,0,2
C42040,251,7,2,37,0,1
C42041,321,21,9,75,3,0
C42042,147,3,0,19,0,0
C42043,221,13,6,41,0,1
C42044,167,9,6,32,1,0
C42045,205,14,1,42,0,1
C42046,157,8,3,49,1,2
C42047,118,3,3,34,1,0
C42048,178,6,3,44,0,0
C42049,53,0,5,5,1,0
C42050,326,20,0,95,1,0
C42051,382,33,11,116,2,1
C42052,94,5,4,50,1,2
C42053,247,13,5,67,0,1
C42054,128,9,6,43,0,3
C42055,212,9,9,63,1,0
C42056,320,15,5,61,1,2
C42057,141,9,8,43,1,1
C42058,157,5,3,38,0,1
C42059,266,15,0,73,0,0
C42060,85,13,6,19,0,1
C42061,157,7,1,40,0,0
C42062,134,8,3,31,0,0
C42063,215,3,2,47,0,0
C42064,58,2,9,11,2,0
C42065,273,11,4,66,1,0
C42066,171,14,10,46,3,2
C42067,400,18,7,85,2,0
C42068,232,14,2,48,1,0
C42069,94,16,8,34,1,1
C43001,260,29,16,48,5,0
C43002,231,14,0,47,0,0
C43003,217,14,1,46,0,0
C43004,279,19,5,88,3,1
C43005,228,10,2,47,1,1
C43006,146,20,11,36,4,2
C43007,238,23,5,43,2,2
C43008,280,27,2,52,3,1
C43009,177,19,2,42,1,0
C43010,200,22,3,33,0,1
C43011,179,11,2,30,2,0
C43012,261,15,1,71,0,1
C43013,118,9,10,18,1,1
C43014,205,8,0,35,0,1
C43015,202,8,2,33,0,1
C43016,221,12,2,39,0,1
C43017,224,18,1,74,2,0
C43018,251,15,5,59,1,0
C43019,144,12,3,55,1,0
C43020,210,16,3,51,2,0
C43021,198,18,2,44,2,0
C43022,155,17,2,51,0,0
C43023,194,9,2,28,0,1
C43024,207,16,2,61,1,3
C43025,230,7,8,36,2,1
C43026,170,12,0,54,1,2
C43027,183,8,1,28,1,0
C43028,306,11,1,72,2,0
C43029,148,14,1,62,2,0
C43030,135,12,7,34,2,0
C43031,232,20,2,69,1,0
C43032,231,12,1,44,0,0
C43033,115,22,1,21,2,5
C43034,97,8,1,26,1,1
C43035,276,7,3,45,1,1
C43036,180,9,3,42,2,4
C43037,169,11,5,39,5,3
C43038,136,15,1,52,0,0
C43039,158,10,1,55,1,1
C43040,89,6,1,28,0,0
C43041,125,4,1,19,1,1
C43042,188,6,2,34,0,0
C43043,160,11,5,32,1,1
C43044,196,10,1,63,2,0
C43045,74,2,1,21,0,1
C43046,278,12,1,49,0,0
C43047,203,12,6,39,1,2
C43048,176,16,7,47,0,1
C43049,184,20,1,39,0,2
C43050,169,9,1,37,0,0
C43051,220,16,24,36,4,2
C43052,179,6,1,44,0,3
C43053,181,18,9,52,2,1
C43054,152,15,5,40,0,0
C43055,199,17,33,30,3,0
C43056,148,8,3,36,2,0
C43057,141,12,5,34,1,1
C43058,138,13,2,34,1,0
C43059,206,16,4,47,3,0
C44001,194,16,3,36,2,0
C44002,160,21,5,34,1,2
C44003,253,15,1,38,0,0
C44004,251,15,3,38,0,0
C44005,196,25,6,49,2,0
C44006,185,24,3,36,1,1
C44007,229,15,1,65,2,0
C44008,80,8,4,25,1,0
C44009,167,18,2,32,1,2
C44010,128,12,2,33,0,1
C44011,179,19,1,50,0,0
C44012,171,10,0,45,0,0
C44013,129,23,2,24,1,1
C44014,156,32,1,31,1,3
C44015,264,26,5,43,0,0
C44016,196,30,1,43,0,0
C44017,215,33,4,37,1,0
C44018,140,15,1,37,0,1
C44019,100,11,2,21,1,0
C44020,170,21,1,42,2,0
C44021,197,24,5,47,2,0
C44022,264,14,5,48,0,0
C44023,170,29,3,28,1,0
C44024,128,19,3,23,0,1
C44025,202,25,2,36,1,1
C44026,171,19,1,44,1,0
C44027,221,23,1,45,1,1
C44028,142,9,0,49,0,0
C44029,212,34,0,50,0,1
C44030,167,26,2,31,1,0
C44031,230,26,1,46,0,1
C44032,161,19,5,23,0,0
C44033,230,37,3,40,1,1
C44034,122,11,4,27,0,0
C44035,171,16,1,40,0,0
C44036,164,20,4,36,2,1
C44037,234,31,7,50,2,1
C44038,171,24,1,61,0,0
C44039,197,19,0,40,1,3
C44040,185,23,1,51,1,0
C44041,236,24,7,26,2,0
C44042,263,27,9,58,2,0
C44043,237,23,1,52,2,1
C44044,239,20,5,49,0,1
C44045,234,19,4,44,3,1
C44046,157,12,2,25,0,0
C44047,277,31,4,80,2,1
C44048,155,18,0,39,0,0
C44049,335,25,2,52,1,1
C44050,137,28,1,59,1,2
C44051,131,13,2,32,0,1
C45001,117,32,1,87,2,0
C45002,172,21,1,166,2,1
C45003,168,23,0,154,0,0
C45004,191,21,6,165,1,0
C45005,150,24,1,173,1,1
C45006,130,24,3,133,0,3
C45007,160,57,6,75,2,1
C45008,119,20,1,86,0,1
C45009,157,32,0,162,1,1
C45010,171,43,4,128,3,1
C45011,146,21,2,123,2,0
C45012,194,39,3,121,0,1
C45013,219,24,1,139,1,2
C45014,172,46,7,105,1,4
C45015,144,25,5,149,2,1
C45016,145,37,5,92,2,0
C45017,138,23,4,91,1,1
C45018,164,36,4,84,2,0
C45019,184,16,1,143,3,4
C45020,142,22,3,106,4,1
C45021,133,25,3,120,0,0
C45022,132,22,4,115,2,0
C45023,151,17,1,157,3,1
C45024,208,32,8,146,0,1
C45025,175,26,0,89,1,1
C45026,174,40,5,103,0,3
C45027,123,24,1,113,3,1
C45028,142,39,1,84,0,0
C45029,151,30,5,98,5,1
C45030,147,24,8,131,1,5
C45031,163,41,4,93,3,1
C45032,108,17,2,72,0,1
C45033,136,26,5,124,2,0
C45034,125,23,2,80,0,0
C45035,152,28,2,136,2,3
C45036,141,29,0,132,1,0
C45037,172,33,1,93,1,3
C45038,207,37,2,92,0,1
C45039,192,38,3,107,5,0
C45040,185,36,3,98,0,3
C45041,98,23,2,68,0,0
C45042,152,22,1,112,3,2
C45043,143,29,0,95,1,0
C45044,173,36,5,144,1,1
C45045,132,23,0,85,0,0
C45046,185,27,4,92,5,2
C45047,163,20,2,105,0,0
C45048,173,43,2,78,3,3
C45049,161,29,2,108,0,3
C45050,148,19,2,112,2,3
C45051,127,26,4,141,0,2
C45052,161,22,1,128,1,0
C45053,107,24,1,103,2,2
C46001,370,35,11,89,2,0
C46002,198,49,3,38,1,3
C46003,226,30,16,45,6,1
C46004,204,30,29,41,8,3
C46005,142,20,7,40,0,1
C46006,254,23,19,58,0,3
C46007,145,19,2,33,1,0
C46008,268,32,25,44,4,3
C46009,192,38,4,57,3,0
C46010,163,26,8,48,1,0
C46011,215,33,15,53,4,3
C46012,266,56,14,51,2,1
C46013,212,15,12,46,3,0
C46014,172,45,4,19,0,0
C46015,256,28,4,61,2,2
C46016,194,48,6,59,4,1
C46017,301,36,9,57,4,2
C46018,233,38,5,32,2,1
C46019,203,69,1,53,3,1
C46020,194,16,10,24,4,3
C46021,86,23,0,30,1,0
C46022,229,22,25,45,5,4
C46023,177,5,27,28,7,9
C46024,161,16,1,40,1,0
C46025,286,35,14,59,5,5
C46026,223,36,26,41,8,1
C46027,251,38,11,79,2,0
C46028,237,21,4,68,3,1
C46029,185,23,7,47,3,1
C46030,231,36,8,48,5,1
C46031,272,27,1,52,2,0
C46032,174,13,45,40,8,5
C46033,246,34,5,57,1,4
C46034,201,28,15,28,2,2
C46035,285,38,26,78,6,1
C46036,212,19,5,63,0,0
C46037,175,22,1,32,0,1
C46038,212,27,22,39,5,5
C46039,250,25,5,71,1,0
C46040,152,22,26,20,5,2
C46041,227,30,23,29,4,4
C46042,230,42,27,29,3,1
C46043,267,25,3,53,2,1
C46044,173,12,23,33,2,1
C46045,224,24,5,68,3,2
C46046,212,35,10,43,4,3
C46047,76,17,7,23,1,1
C47001,197,60,3,64,0,3
C47002,170,28,0,61,0,0
C47003,195,32,1,65,1,1
C47004,249,46,1,54,0,1
C47005,235,46,3,61,3,2
C47006,257,51,1,56,0,0
C47007,215,30,0,82,0,1
C47008,314,67,3,59,0,0
C47009,156,28,3,77,0,2
C47010,146,37,0,29,0,2
C47011,332,71,7,81,1,3
C47012,222,39,5,66,2,2
C47013,288,70,4,66,3,1
C47014,153,44,1,33,2,1
C47015,211,66,10,56,2,4
C47016,208,68,0,57,1,1
C47017,228,32,4,68,1,1
C47018,252,30,2,48,1,3
C47019,242,63,5,51,0,1
C47020,260,63,3,72,2,1
C47021,204,68,7,66,0,1
C47022,193,47,2,65,3,1
C47023,103,41,3,19,1,1
C47024,217,39,3,49,3,0
C47025,279,36,5,54,0,0
C47026,311,99,5,69,2,2
C47027,186,30,3,76,1,0
C47028,298,52,1,72,2,2
C47029,234,32,4,96,1,0
C47030,237,62,3,55,1,2
C47031,222,46,8,49,5,0
C47032,199,75,2,61,0,0
C47033,182,58,3,60,1,0
C47034,263,64,3,62,5,2
C47035,367,42,4,64,1,4
C47036,310,77,2,64,2,3
C47037,302,66,3,66,1,1
C47038,248,61,2,55,2,0
C47039,240,40,1,34,2,1
C47040,211,53,2,47,1,2
C47041,376,60,7,80,5,1
C47042,157,59,5,48,2,2
C47043,163,16,0,33,0,1
C47044,260,24,6,58,2,3
C47045,242,70,4,48,3,0
C47046,159,37,1,48,0,0
C47047,184,42,8,51,2,1
C47048,42,5,3,5,0,1
C47049,130,30,4,35,1,1
C47050,218,32,0,68,0,0
C47051,121,21,3,47,1,0
C47052,157,27,7,35,1,0
C48001,181,51,8,46,3,1
C48002,152,26,11,36,5,2
C48003,239,44,9,44,3,1
C48004,236,31,6,60,2,0
C48005,178,31,2,52,3,1
C48006,227,25,29,37,3,3
C48007,134,46,2,37,2,0
C48008,147,25,3,40,0,1
C48009,190,14,10,54,2,0
C48010,131,34,4,35,1,0
C48011,213,46,2,33,1,0
C48012,192,28,9,44,0,0
C48013,169,30,8,39,0,0
C48014,239,29,22,31,2,4
C48015,93,13,9,33,3,1
C48016,167,23,10,32,3,2
C48017,199,50,5,61,3,1
C48018,97,16,19,17,3,1
C48019,149,34,8,36,3,2
C48020,142,22,1,32,0,0
C48021,179,9,50,36,3,2
C48022,284,32,15,61,0,2
C48023,161,21,11,48,2,3
C48024,115,18,8,10,2,0
C48025,235,28,13,37,1,2
C48026,199,21,11,48,5,0
C48027,135,9,11,34,4,3
C48028,200,18,4,35,1,1
C48029,187,14,4,26,1,1
C48030,205,42,2,39,1,0
C48031,134,21,22,23,4,1
C48032,122,31,16,26,1,0
C48033,179,16,1,41,1,1
C48034,251,27,17,60,2,1
C48035,71,12,21,18,2,4
C48036,183,7,13,38,3,1
C48037,155,39,3,31,2,0
C48038,245,51,3,50,2,0
C48039,184,25,10,37,3,0
C48040,102,28,9,38,0,1
C48041,112,10,7,26,1,0
C48042,153,70,6,25,3,0
C48043,207,45,3,39,0,2
C48044,231,53,6,25,3,0
C48045,129,30,9,28,0,1
C48046,118,10,12,24,2,1
C48047,138,29,17,29,6,0
C48048,185,40,5,36,0,1
C48049,78,15,5,14,1,0
C48050,178,65,6,43,2,1
C48051,274,64,1,39,0,1
C48052,104,47,9,35,1,0
C48053,103,25,4,27,3,0
C48054,132,12,14,24,3,2
C49001,148,20,25,25,8,2
C49002,232,37,12,67,2,1
C49003,103,46,5,28,1,0
C49004,81,19,6,22,0,0
C49005,163,29,27,31,2,7
C49006,133,35,12,32,1,5
C49007,127,39,4,31,0,0
C49008,153,62,10,49,4,2
C49009,135,38,10,30,3,1
C49010,132,48,6,35,1,2
C49011,106,23,20,31,2,5
C49012,148,42,9,48,2,0
C49013,186,55,8,63,1,1
C49014,166,39,8,43,3,3
C49015,145,29,18,21,1,3
C49016,137,22,11,29,2,5
C49017,51,6,3,16,0,0
C49018,115,38,2,35,3,0
C49019,107,27,20,29,1,0
C49020,176,37,40,31,5,10
C49021,44,8,0,18,0,0
C49022,141,47,14,35,1,2
C49023,108,39,18,28,4,3
C49024,155,42,11,47,2,3
C49025,175,54,12,43,1,4
C49026,199,58,20,30,4,2
C49027,190,51,23,53,2,6
C49028,95,19,14,23,2,2
C49029,190,29,10,53,5,6
C49030,165,34,11,39,3,2
C49031,139,49,6,35,3,2
C49032,106,32,2,32,1,2
C49033,134,28,7,31,2,1
C49034,170,19,18,24,7,3
C49035,163,59,7,46,1,0
C49036,204,79,17,50,4,2
C49037,230,59,15,50,6,1
C49038,121,39,11,28,1,1
C49039,130,43,16,29,2,2
C49040,118,28,0,50,3,0
C49041,149,33,6,53,3,1
C49042,154,47,14,30,1,3
C50001,241,22,6,93,1,3
C50002,201,23,7,110,1,0
C50003,184,30,4,58,1,1
C50004,179,36,7,55,0,2
C50005,239,33,6,72,2,1
C50006,119,21,12,37,0,2
C50007,193,52,8,76,4,0
C50008,103,21,5,54,0,1
C50009,145,29,8,43,2,1
C50010,155,14,8,53,1,1
C50011,190,22,3,52,0,4
C50012,149,9,2,21,1,0
C50013,181,36,17,76,2,9
C50014,103,9,2,21,0,0
C50015,197,72,1,70,4,0
C50016,130,6,4,18,0,0
C50017,146,22,7,62,1,2
C50018,141,28,6,51,2,3
C50019,136,26,11,58,2,7
C50020,148,43,9,62,2,1
C50021,163,53,5,69,4,5
C50022,137,40,16,48,4,4
C50023,136,28,2,56,3,0
C50024,170,28,19,57,5,2
C50025,215,21,4,80,0,1
C50026,129,27,20,41,3,3
C50027,81,9,1,30,0,0
C50028,196,16,18,43,5,5
C50029,179,36,8,56,4,3
C50030,166,29,3,66,1,1
C50031,69,3,2,18,0,0
C50032,151,50,10,41,3,1
C50033,123,12,3,45,1,1
C50034,133,15,31,31,5,2
C50035,218,54,10,55,2,2
C50036,173,61,4,55,0,0
C50037,194,46,4,36,1,0
C50038,138,5,1,23,3,1
C50039,164,29,8,51,1,4
C50040,223,22,5,82,1,0
C50041,222,26,4,112,1,1
C50042,150,43,3,46,2,3
C50043,154,36,25,67,3,2
C50044,161,9,2,80,0,0
C50045,92,5,2,68,0,0
