prec_id,amer_indian,asian,black,hispanic,other,polyracial,white
alamance_03C,3,16,28,17,45,8,54
alamance_03N,3,25,33,28,53,10,61
alamance_03N2,0,0,2,1,5,0,20
alamance_03S,6,32,41,48,67,16,60
alamance_03W,7,8,36,20,37,4,55
alamance_06E,8,8,42,29,29,9,58
alamance_06N,8,5,43,35,41,11,51
alamance_06S,6,11,36,29,41,7,57
alamance_06W,2,3,32,23,24,4,48
alamance_08N,8,5,33,34,41,8,56
alamance_08S,3,4,23,17,23,3,55
alamance_09N,0,6,36,10,29,9,52
alamance_09S,16,7,38,45,59,14,62
alamance_1,4,2,31,18,30,9,63
alamance_103,4,6,29,26,35,6,59
alamance_10N,4,7,36,24,47,7,59
alamance_10S,13,17,46,59,70,22,65
alamance_11,8,2,47,19,34,11,55
alamance_1210,3,11,35,30,31,12,54
alamance_124,1,9,34,23,30,3,55
alamance_125,3,14,31,23,36,8,54
alamance_126,1,3,20,12,28,4,51
alamance_127,6,12,46,44,55,13,52
alamance_128,4,12,41,38,42,13,53
alamance_129,1,12,24,16,27,3,51
alamance_12E,10,6,38,38,37,8,52
alamance_12N,12,8,53,47,48,15,49
alamance_12S,4,6,38,32,26,12,48
alamance_12W,3,4,32,20,40,8,58
alamance_13,7,5,40,37,44,12,54
alamance_2,11,3,20,11,34,3,61
alamance_35,7,11,39,34,44,16,64
alamance_4,3,3,39,14,34,10,65
alamance_5,5,1,25,10,31,3,51
alamance_63,6,6,44,40,47,6,49
alamance_64,6,20,34,38,43,9,57
alamance_7,7,10,27,26,28,4,52
alexander_,0,0,4,0,0,0,11
alexander_B1,2,16,12,9,24,2,60
alexander_B2,3,12,16,19,24,4,64
alexander_E,2,2,25,5,11,1,56
alexander_G1,2,0,1,0,6,0,50
alexander_G2,1,0,16,5,10,1,48
alexander_L,1,3,19,2,7,0,51
alexander_M,1,11,22,15,15,2,52
alexander_S1,5,2,21,23,12,3,55
alexander_S2,2,1,17,4,5,3,54
alexander_SL,0,0,3,4,1,1,48
alexander_T1,3,12,19,13,14,4,55
alexander_T2,4,4,34,16,13,4,52
alexander_T3,0,7,13,10,7,4,50
alexander_T4,0,7,32,11,12,6,55
alexander_T5,1,3,21,14,9,0,50
alexander_W,3,5,4,11,17,2,50
alleghany_,0,0,0,0,0,0,3
alleghany_1,1,0,7,4,10,1,54
alleghany_2,0,0,1,3,3,0,41
alleghany_3,8,3,17,38,25,3,61
alleghany_4,2,0,5,11,15,2,52
alleghany_5,0,0,1,17,6,0,49
alleghany_6,0,0,2,2,5,0,43
alleghany_7,1,0,0,6,5,1,48
anson_,0,0,19,0,0,0,15
anson_ANS,1,3,38,2,20,5,55
anson_BURN,7,7,25,1,18,0,59
anson_GULL,1,0,37,3,18,2,47
anson_LILE,6,2,43,2,17,1,54
anson_MM,2,2,37,3,21,1,43
anson_PEAC,2,14,28,1,26,0,58
anson_POLK,1,7,32,1,20,3,52
anson_W1,5,7,44,6,26,6,50
anson_W2,1,0,44,9,24,1,48
anson_W3,7,14,44,7,29,3,56
anson_WS,0,1,25,1,12,0,38
ashe_,0,0,0,0,0,0,13
ashe_10,0,0,0,3,5,0,32
ashe_11,0,0,12,12,16,0,52
ashe_12,1,2,0,2,7,0,45
ashe_13,0,3,2,7,10,0,50
ashe_14,1,3,3,8,11,2,54
ashe_15,2,1,2,0,5,0,47
ashe_16,1,2,8,10,23,0,56
ashe_17,0,0,0,1,5,1,50
ashe_18,1,0,1,1,0,0,29
ashe_2,2,1,3,7,8,0,52
ashe_20,3,9,12,27,22,4,58
ashe_3,0,1,1,0,4,0,40
ashe_4,0,0,0,1,7,0,44
ashe_6,0,1,0,0,3,0,40
ashe_7,0,0,0,1,6,0,39
ashe_8,0,0,0,1,1,0,35
ashe_9,4,4,21,16,17,3,54
avery_,0,0,0,0,0,0,15
avery_1,2,2,4,7,9,0,44
avery_10,2,0,1,2,10,0,47
avery_11,0,1,1,0,10,1,43
avery_12,0,0,0,1,2,0,37
avery_13,0,0,0,0,2,0,41
avery_14,2,1,7,6,7,0,47
avery_15,5,0,2,5,5,0,46
avery_16,0,0,0,4,18,1,49
avery_17,0,0,9,2,6,0,43
avery_18,1,0,0,0,2,0,40
avery_19,3,0,0,2,4,0,39
avery_2,3,4,22,24,46,5,59
avery_3,3,0,0,3,9,3,42
avery_4,0,0,0,0,1,0,30
avery_5,0,0,0,1,2,0,38
avery_6,1,1,2,5,8,0,42
avery_7,0,0,4,1,3,0,29
avery_8,0,0,0,0,5,0,38
avery_9,1,0,1,0,4,0,39
beaufort_,0,0,12,0,1,0,10
beaufort_AUROR,4,1,38,5,13,4,49
beaufort_BEADM,2,2,24,5,19,3,56
beaufort_BELHV,2,0,42,5,10,3,54
beaufort_BLCK,3,0,32,3,11,2,52
beaufort_CHOCO,3,3,49,26,44,8,64
beaufort_EDWAR,1,1,34,2,13,2,49
beaufort_GILEA,1,4,31,1,17,4,58
beaufort_HB,1,0,21,4,10,0,53
beaufort_NCRK,2,0,26,3,17,3,51
beaufort_OLDF,1,1,39,10,14,3,48
beaufort_PANTE,0,2,36,3,10,1,52
beaufort_PINET,0,0,21,3,11,1,52
beaufort_PSJW3,4,7,49,13,23,3,47
beaufort_RVRD,2,0,41,21,20,3,59
beaufort_SURBA,2,1,23,5,16,2,55
beaufort_TCRK,1,3,37,9,31,2,63
beaufort_WASH1,1,2,50,12,30,5,55
beaufort_WASH2,2,0,48,7,23,4,51
beaufort_WASH4,1,1,45,21,31,8,55
beaufort_WASHP,0,0,31,7,17,4,53
beaufort_WDPD,3,1,23,5,9,1,55
bertie_,0,0,15,0,0,0,12
bertie_C1,1,0,40,4,21,1,53
bertie_C2,1,1,43,1,32,7,50
bertie_IW,0,1,32,1,8,3,20
bertie_M1,2,1,33,0,10,2,48
bertie_M2,0,0,39,2,24,2,45
bertie_MH,0,0,34,1,12,1,44
bertie_RX,3,1,44,2,23,4,41
bertie_SN,2,2,39,1,17,5,40
bertie_W1,5,5,52,7,47,12,53
bertie_W2,2,1,10,0,8,0,44
bertie_WD,1,0,43,3,22,3,33
bertie_WH,1,1,40,2,18,2,51
bladen_,2,0,7,0,0,0,11
bladen_P10,1,4,27,1,3,2,47
bladen_P15,12,6,39,30,29,2,52
bladen_P201,7,2,30,6,16,2,48
bladen_P202,9,4,38,9,21,6,50
bladen_P25,8,4,38,4,12,2,50
bladen_P30,35,19,42,1,17,2,36
bladen_P35,6,5,36,7,13,4,43
bladen_P40,3,2,34,14,14,3,49
bladen_P45,3,2,21,4,10,4,48
bladen_P501,7,7,48,24,23,7,51
bladen_P502,11,5,45,15,21,4,54
bladen_P55,5,1,30,1,6,2,44
bladen_P60,12,5,37,15,22,3,47
bladen_P65,1,3,18,9,2,2,45
bladen_P70,6,0,31,8,9,2,41
bladen_P75,16,9,41,8,15,3,45
bladen_P80,7,5,34,14,12,2,52
brunswick_,0,0,0,0,0,0,1
brunswick_04A,7,21,43,32,60,12,74
brunswick_04B,5,10,36,23,40,5,61
brunswick_04C,5,12,33,14,38,8,60
brunswick_1,14,4,41,15,32,3,59
brunswick_10A,3,1,37,10,39,3,61
brunswick_10B,1,5,16,6,24,4,54
brunswick_11,7,4,46,19,27,6,51
brunswick_12,8,1,35,6,22,3,65
brunswick_13,16,9,45,38,31,9,63
brunswick_14,6,9,38,22,37,3,60
brunswick_15,13,7,39,23,39,4,66
brunswick_16,3,4,24,16,30,3,67
brunswick_17,10,10,55,24,43,7,66
brunswick_18,6,1,35,29,16,1,56
brunswick_19,7,4,30,11,35,4,62
brunswick_2,17,11,47,49,54,12,65
brunswick_20,8,9,36,35,37,3,64
brunswick_21,12,10,34,24,37,15,66
brunswick_22,7,3,6,3,32,0,63
brunswick_23,5,3,12,6,30,1,58
brunswick_3,7,4,41,18,33,8,54
brunswick_5,16,6,44,27,38,10,61
brunswick_6,4,0,39,6,24,3,58
brunswick_7,5,7,38,17,36,6,57
brunswick_8,5,6,40,22,37,7,66
brunswick_9,1,2,4,6,20,2,56
buncombe_,5,8,10,13,33,11,48
buncombe_1.1,8,12,42,16,54,9,62
buncombe_10.1,4,2,46,23,52,8,51
buncombe_11.1,14,5,38,13,53,14,60
buncombe_12.1,5,5,28,27,46,13,60
buncombe_13.1,6,6,43,30,46,18,61
buncombe_14.2,2,10,44,31,55,7,59
buncombe_14.3,3,9,29,17,48,11,60
buncombe_15.1,2,3,23,16,59,11,64
buncombe_16.2,9,11,39,33,55,10,60
buncombe_17.1,2,6,24,11,46,7,62
buncombe_18.2,8,28,32,32,77,11,73
buncombe_19.1,5,4,29,22,38,5,58
buncombe_2.1,5,8,47,24,64,23,66
buncombe_20.1,0,6,29,10,35,8,59
buncombe_21.1,3,16,42,15,55,8,64
buncombe_22.2,4,12,16,17,41,11,67
buncombe_23.2,1,4,2,1,13,4,44
buncombe_23.3,0,3,16,5,25,2,54
buncombe_24.1,2,10,29,27,49,6,62
buncombe_25.1,6,12,35,19,50,20,63
buncombe_26.1,3,4,28,22,42,15,61
buncombe_27.2,2,1,4,9,33,3,55
buncombe_28.1,7,16,28,31,55,17,70
buncombe_29.2,6,12,28,28,46,7,64
buncombe_3.1,3,8,39,27,60,15,65
buncombe_30.2,1,7,22,15,44,3,58
buncombe_30.3,4,16,17,20,47,5,67
buncombe_31.1,0,0,2,5,30,1,57
buncombe_32.1,2,3,21,11,30,5,60
buncombe_33.2,3,3,18,3,31,4,57
buncombe_33.3,5,4,28,15,33,2,62
buncombe_34.1,2,4,9,6,23,2,59
buncombe_35.1,1,10,28,7,32,1,53
buncombe_36.1,3,6,18,11,40,6,64
buncombe_37.1,2,2,1,10,31,4,57
buncombe_38.2,4,1,4,12,37,9,62
buncombe_38.3,10,6,26,19,59,8,64
buncombe_39.2,0,1,9,6,27,6,60
buncombe_39.3,5,5,11,12,42,3,61
buncombe_4.1,0,7,18,10,40,5,56
buncombe_40.2,3,4,12,13,49,10,67
buncombe_41.1,7,5,13,22,53,9,65
buncombe_42.1,5,7,35,34,57,8,62
buncombe_43.2,6,8,30,28,40,11,63
buncombe_44.1,8,15,22,33,62,5,62
buncombe_45.1,6,10,24,32,62,12,69
buncombe_46.1,2,3,7,7,24,1,55
buncombe_47.1,4,5,17,17,56,3,67
buncombe_48.1,6,5,28,26,51,8,65
buncombe_49.1,13,4,23,19,58,9,66
buncombe_5.1,2,5,15,19,50,5,65
buncombe_50.1,2,2,5,0,28,1,58
buncombe_51.2,6,3,9,9,37,3,63
buncombe_52.1,7,5,21,23,65,5,66
buncombe_53.1,6,4,15,9,48,5,63
buncombe_54.2,8,13,40,36,66,13,67
buncombe_55.1,3,13,29,21,50,10,64
buncombe_56.2,0,7,30,16,39,6,60
buncombe_57.1,7,8,20,13,50,3,61
buncombe_58.1,3,3,11,11,35,1,59
buncombe_59.1,1,5,20,14,48,9,65
buncombe_6.1,1,6,24,13,39,5,55
buncombe_60.2,1,7,17,14,30,4,58
buncombe_60.4,1,6,9,13,38,7,54
buncombe_61.1,4,7,18,6,33,6,64
buncombe_62.1,4,12,21,15,47,9,69
buncombe_63.1,1,0,1,3,11,1,48
buncombe_64.1,3,3,32,15,33,4,60
buncombe_65.1,5,14,20,24,43,5,62
buncombe_66.1,2,3,23,21,41,4,55
buncombe_67.1,3,5,16,10,45,5,61
buncombe_68.1,10,7,31,31,73,10,71
buncombe_681,6,0,3,3,10,0,48
buncombe_69.1,8,8,29,22,55,8,71
buncombe_7.1,5,2,30,13,45,10,63
buncombe_70.1,4,10,26,25,58,11,66
buncombe_71.1,8,15,21,24,63,9,68
buncombe_8.2,7,12,43,28,59,12,65
buncombe_8.3,6,13,43,23,47,12,60
buncombe_9.1,10,8,37,35,58,12,67
burke_,0,0,5,0,0,0,17
burke_0029-A,0,15,17,4,15,1,48
burke_0029-B,3,1,6,3,6,1,54
burke_0047-A,3,11,36,7,25,9,57
burke_0047-B,2,5,27,1,21,3,51
burke_1,3,26,26,21,31,2,59
burke_11,2,33,17,20,21,4,57
burke_12,2,7,4,3,15,1,55
burke_13,4,24,14,11,26,4,55
burke_14,3,17,3,9,20,3,56
burke_15,2,21,16,7,21,2,53
burke_18,1,0,1,1,4,0,48
burke_19,0,0,18,3,7,1,49
burke_20,2,0,22,4,6,1,51
burke_21,1,17,11,6,19,2,56
burke_22,4,21,13,7,20,3,54
burke_24,1,21,16,11,25,2,54
burke_3,0,10,6,7,15,0,52
burke_31,4,3,37,30,28,6,60
burke_34,2,8,32,16,26,5,55
burke_35,6,4,36,24,15,9,48
burke_36,0,16,18,15,23,2,53
burke_38,1,19,25,19,23,2,61
burke_39,7,18,39,28,32,8,56
burke_40,3,17,28,12,15,4,55
burke_48,2,11,26,12,21,4,50
burke_51,3,30,41,23,34,8,58
burke_52,3,25,25,7,20,3,53
burke_53,1,19,10,12,25,2,52
burke_62,0,1,7,3,4,0,48
burke_64,0,3,1,3,10,0,49
burke_65,2,8,4,3,16,0,52
burke_66,3,18,30,18,17,3,57
burke_70,2,9,17,6,13,2,58
cabarrus_,0,0,5,0,0,0,16
cabarrus_36586,3,15,36,26,48,18,66
cabarrus_36647,5,7,25,20,36,5,58
cabarrus_36678,4,5,12,17,11,3,54
cabarrus_36708,6,1,7,1,12,0,50
cabarrus_36739,5,6,28,19,30,3,59
cabarrus_36770,3,2,19,15,27,4,56
cabarrus_36800,17,11,35,22,51,13,65
cabarrus_43832,5,1,25,29,28,6,61
cabarrus_43834,6,28,42,36,56,17,63
cabarrus_43836,10,28,35,33,43,7,56
cabarrus_43837,3,17,33,17,35,5,58
cabarrus_43838,7,14,41,55,48,15,62
cabarrus_43839,3,2,10,5,14,1,53
cabarrus_43840,10,22,36,41,50,12,63
cabarrus_43862,7,11,41,44,43,18,59
cabarrus_43863,9,26,43,63,56,17,66
cabarrus_43864,5,19,49,58,67,18,67
cabarrus_43866,9,24,38,38,56,15,65
cabarrus_43867,12,20,47,52,54,14,60
cabarrus_43868,4,22,34,20,41,3,60
cabarrus_43869,11,31,52,61,63,25,74
cabarrus_43870,11,39,48,71,66,22,67
cabarrus_43922,6,6,49,33,37,16,55
cabarrus_43923,4,12,44,47,41,11,54
cabarrus_43924,9,11,38,32,28,14,60
cabarrus_43925,6,2,42,16,25,3,48
cabarrus_43926,4,9,38,40,32,11,51
cabarrus_43927,3,7,44,39,27,10,51
cabarrus_43928,2,4,30,19,31,2,54
cabarrus_43929,10,4,31,26,26,3,55
cabarrus_43930,2,11,45,22,30,5,59
cabarrus_43931,5,17,44,44,38,9,65
cabarrus_44136,6,11,48,70,47,11,67
cabarrus_44137,8,4,26,20,27,8,63
cabarrus_44166,2,1,31,15,17,3,49
cabarrus_44167,6,2,55,40,37,13,50
cabarrus_44168,4,18,40,36,30,5,56
cabarrus_44169,8,8,49,53,38,12,59
cabarrus_44170,2,4,29,13,30,2,57
cabarrus_44171,4,3,38,20,27,9,47
cabarrus_44172,0,0,45,22,30,10,39
cabarrus_44173,5,1,40,35,17,8,53
cabarrus_44174,3,6,35,24,34,8,59
cabarrus_44175,2,5,15,8,15,7,52
cabarrus_44176,2,12,39,34,44,11,57
cabarrus_44177,5,3,37,33,31,7,56
caldwell_PR01,7,3,39,23,29,8,58
caldwell_PR02,2,5,22,3,11,5,54
caldwell_PR05,8,5,23,31,35,2,63
caldwell_PR06,1,1,12,15,25,3,56
caldwell_PR07,0,1,17,6,12,4,51
caldwell_PR08,0,0,13,1,11,2,52
caldwell_PR13,2,6,4,6,24,3,57
caldwell_PR14,3,5,17,26,33,5,64
caldwell_PR15,0,9,15,19,29,9,66
caldwell_PR16,3,7,36,10,24,5,55
caldwell_PR17,0,11,23,17,18,1,57
caldwell_PR18,1,13,25,17,35,6,64
caldwell_PR21,3,3,13,13,23,3,59
caldwell_PR22,3,5,22,23,37,6,60
caldwell_PR24,1,4,13,18,14,3,55
caldwell_PR25,5,2,10,12,14,2,58
caldwell_PR28,3,5,16,23,39,3,60
caldwell_PR29,4,9,36,34,42,8,65
caldwell_PR30,5,6,74,31,41,14,108
caldwell_PR31,2,0,46,17,19,5,89
caldwell_PR32,0,1,20,6,25,2,100
camden_,0,0,2,0,0,0,5
camden_CH,6,10,40,8,37,6,60
camden_SH,3,6,32,4,26,3,61
camden_SM,3,6,38,11,38,6,61
carteret_,0,0,6,1,0,0,15
carteret_ABCH,2,4,9,15,27,7,58
carteret_ATCS,1,0,0,2,2,0,119
carteret_BCRK,7,2,21,10,33,7,62
carteret_BFT1,0,6,32,8,31,5,61
carteret_BFT2,1,9,38,19,26,7,71
carteret_BOGU,3,8,26,10,40,9,67
carteret_CCCP,2,13,9,10,40,3,83
carteret_DASW,1,1,0,0,5,1,112
carteret_EMIS,7,10,12,12,45,3,71
carteret_HAIS,1,3,0,2,3,1,52
carteret_IBSP,0,0,2,0,7,0,43
carteret_MASM,1,2,1,0,10,0,83
carteret_MCRK,2,0,1,5,10,1,47
carteret_MERR,0,0,12,1,8,2,47
carteret_MHD1,5,8,39,18,36,6,65
carteret_MHD2,5,17,40,21,50,5,67
carteret_MHD3,4,8,32,16,41,6,66
carteret_MHD4,3,7,14,12,39,4,70
carteret_NPT1,13,9,38,33,53,12,69
carteret_NPT2,7,5,32,23,36,7,66
carteret_NRIV,2,0,34,1,12,2,39
carteret_OTBE,4,2,0,0,24,3,106
carteret_PELE,2,3,8,5,22,0,53
carteret_PKNL,2,2,3,1,18,2,56
carteret_STEL,4,2,20,9,32,3,63
carteret_WIHA,6,4,30,6,28,7,107
carteret_WILD,6,12,29,25,46,7,69
caswell_,0,0,6,0,0,0,4
caswell_ANDE,2,2,29,5,20,4,49
caswell_HIGH,0,0,32,5,16,1,49
caswell_LEAS,1,1,29,0,7,1,46
caswell_LOCU,0,4,42,9,26,4,54
caswell_MILT,2,2,43,5,23,6,49
caswell_PELH,7,3,36,10,29,9,58
caswell_PROS,1,0,22,6,8,4,49
caswell_PROVI,0,1,23,1,6,1,51
caswell_STON,2,2,38,14,27,7,56
caswell_YANC,3,3,75,9,37,3,97
catawba_1,6,11,24,22,26,6,56
catawba_10,1,0,35,13,12,4,44
catawba_11,0,13,25,27,29,7,55
catawba_12,5,14,47,25,30,11,48
catawba_13,6,20,40,32,32,5,57
catawba_14,1,4,18,11,12,5,53
catawba_15,3,8,41,12,16,3,29
catawba_16,4,16,34,35,47,6,55
catawba_17,2,22,38,26,30,10,56
catawba_19,1,20,29,15,11,3,52
catawba_2,4,13,19,14,13,1,53
catawba_20,2,14,34,27,35,10,59
catawba_21,2,5,19,10,21,1,53
catawba_22,3,30,33,39,38,3,59
catawba_23,5,20,37,25,40,11,56
catawba_24,2,31,29,17,45,12,58
catawba_25,5,18,38,39,35,8,56
catawba_26,0,10,23,7,25,3,53
catawba_27,4,28,31,24,42,7,53
catawba_28,4,33,36,51,56,8,53
catawba_29,2,14,20,28,32,9,55
catawba_3,3,20,29,18,31,2,57
catawba_30,6,35,35,47,53,6,61
catawba_31,2,6,32,18,44,8,63
catawba_32,2,27,38,48,47,9,54
catawba_33,6,42,30,44,56,13,63
catawba_34,1,27,33,39,37,4,57
catawba_35,6,28,37,40,42,9,55
catawba_36,0,15,27,13,22,7,58
catawba_37,2,12,42,32,46,6,59
catawba_38,4,15,27,24,39,5,64
catawba_39,1,18,10,14,23,3,60
catawba_4,1,15,27,13,21,1,49
catawba_40,0,14,36,30,29,8,54
catawba_41,5,6,19,16,35,7,60
catawba_5,6,12,33,18,27,7,54
catawba_6,2,18,32,12,29,2,53
catawba_7,1,27,40,46,40,11,57
catawba_8,5,23,27,20,27,4,59
catawba_9,2,10,29,34,20,7,54
chatham_,0,0,4,0,1,0,13
chatham_15,1,8,30,12,34,10,64
chatham_18,4,7,39,21,30,9,59
chatham_20,10,6,37,15,30,5,62
chatham_21,1,6,14,9,28,4,61
chatham_24,1,0,9,7,11,1,51
chatham_3,3,4,31,14,29,6,61
chatham_30,4,5,38,21,35,7,59
chatham_42,5,7,25,10,36,4,60
chatham_45,1,2,24,2,13,3,54
chatham_6,0,1,15,2,12,1,51
chatham_73,0,2,1,3,13,2,20
chatham_75,5,24,36,24,62,9,65
chatham_78,4,19,23,18,48,13,76
chatham_85,6,9,47,55,44,9,66
chatham_9,0,2,29,14,33,2,62
chatham_ESC114,5,12,49,69,55,18,66
chatham_MCH110,6,21,40,35,63,18,74
chatham_NWM117,9,35,44,44,71,25,73
chatham_PIT113,10,23,49,55,72,19,81
cherokee_ANNW,10,5,11,10,14,3,54
cherokee_ANSW,4,2,18,9,16,3,52
cherokee_BELL,3,1,2,9,9,1,53
cherokee_BRAS,4,1,0,4,4,1,45
cherokee_CSON,5,2,2,5,8,1,48
cherokee_GCRK,10,0,0,3,3,1,42
cherokee_HANG,2,0,0,2,6,0,53
cherokee_HIWA,9,0,4,9,12,2,54
cherokee_HOTH,1,3,5,3,12,2,51
cherokee_MARB,8,2,9,3,12,2,53
cherokee_MURN,13,7,27,13,24,5,54
cherokee_MURS,13,9,12,13,23,5,62
cherokee_PCHT,12,5,11,18,18,4,54
cherokee_RGER,4,3,2,5,9,3,57
cherokee_TOPT,0,0,0,0,2,0,45
cherokee_UNKA,1,1,1,0,2,3,46
chowan_,0,0,1,0,0,0,0
chowan_1,3,2,47,7,30,5,56
chowan_2,3,2,47,12,35,10,55
chowan_3,4,0,22,6,14,4,51
chowan_4,1,3,38,3,20,3,50
chowan_5,0,0,27,5,13,2,47
chowan_6,0,1,32,4,23,4,53
clay_,0,0,0,0,0,0,8
clay_BRAS,2,0,1,1,6,1,49
clay_HAY1,2,0,11,3,14,2,49
clay_HAY2,1,2,6,13,19,5,53
clay_HAYC,0,0,3,2,6,0,46
clay_HIAW,2,2,4,8,17,2,51
clay_SHCR,1,3,1,2,17,0,49
clay_SWEE,2,0,0,2,5,1,46
clay_TUSQ,1,2,1,2,5,0,49
clay_WARN,2,0,2,0,9,0,46
cleveland_B SPGS,7,7,40,21,38,10,59
cleveland_BETHWR,0,6,32,9,19,6,51
cleveland_CASAR,2,0,1,3,13,0,51
cleveland_FALSTN,1,1,17,7,14,4,50
cleveland_GROVER,7,10,34,15,29,10,55
cleveland_H SPGS,1,1,18,4,10,2,46
cleveland_KINGST,0,0,33,3,10,2,41
cleveland_KM N,8,14,79,26,48,16,109
cleveland_KM S,7,24,74,24,45,8,109
cleveland_LATT,1,4,33,24,26,9,53
cleveland_LAWNDL,1,0,36,6,10,2,50
cleveland_MRB-YO,4,1,23,4,13,1,49
cleveland_MULLS,3,0,17,14,14,1,52
cleveland_OAKGRV,3,9,32,16,32,4,59
cleveland_POLKVL,1,0,29,7,19,5,57
cleveland_RIPPY,7,4,42,18,28,8,53
cleveland_S 1,3,2,43,7,21,4,48
cleveland_S 2,5,7,39,20,26,11,50
cleveland_S 3,6,1,44,13,21,13,53
cleveland_S 4,0,5,39,23,21,11,47
cleveland_S 5,1,3,39,6,22,5,52
cleveland_S 6,2,5,43,30,26,14,53
cleveland_S 7,4,11,41,31,24,12,52
cleveland_S 8,2,3,36,22,26,10,54
cleveland_SHANGI,5,6,35,13,20,5,57
cleveland_WACO,5,11,39,18,36,6,51
columbus_,2,0,13,0,0,0,14
columbus_P01A,15,7,36,4,20,6,50
columbus_P02A,30,9,33,7,15,8,40
columbus_P03,1,1,22,10,11,0,43
columbus_P04,2,0,25,3,3,1,42
columbus_P05,1,0,12,2,3,1,38
columbus_P06,6,0,31,3,6,0,48
columbus_P07,23,6,48,9,39,5,54
columbus_P08,3,0,10,0,4,1,39
columbus_P09,3,0,35,4,13,2,50
columbus_P10,4,0,8,5,4,0,49
columbus_P11,4,1,19,4,9,2,44
columbus_P12,1,0,0,0,0,0,34
columbus_P13,1,1,13,8,6,0,45
columbus_P14,19,2,46,18,23,8,53
columbus_P15,8,1,37,2,17,4,51
columbus_P16A,34,11,32,5,17,5,104
columbus_P17,24,1,39,7,19,5,45
columbus_P18,4,0,28,1,8,1,41
columbus_P19,9,6,44,15,35,6,51
columbus_P20,8,2,42,3,28,4,43
columbus_P21,8,7,32,4,10,3,48
columbus_P22,12,2,39,5,24,3,50
columbus_P23,17,4,40,10,25,5,51
columbus_P24,4,0,33,7,12,3,45
columbus_P25A,4,1,17,3,13,1,49
columbus_P26A,9,3,43,13,23,3,82
craven_10,0,0,32,5,12,0,44
craven_11,9,6,34,18,45,5,55
craven_12,0,1,11,6,9,2,47
craven_13,0,0,25,2,16,0,46
craven_14,7,2,48,17,48,9,59
craven_15,1,1,31,4,21,2,50
craven_16,7,15,43,32,48,9,65
