prec_id,Obama/Biden,Romney/Ryan,Johnson/Gray,Virgil Goode (Write-in),Write-in (miscellaneous)
dare_CURBSIDE,0,0,0,0,0
dare_ACCUMULATED,0,0,0,5,71
davidson_04,816,2491,28,0,5
davidson_06,366,1195,22,0,7
davidson_08,236,474,10,0,0
davidson_10,464,1023,24,0,2
davidson_12,157,383,12,0,2
davidson_14,170,853,15,0,1
davidson_16,358,1548,19,0,3
davidson_18,230,888,13,0,1
davidson_20,345,1292,14,0,4
davidson_22,138,405,9,0,2
davidson_24,229,528,10,0,2
davidson_26,162,376,5,0,4
davidson_28,451,1042,19,0,2
davidson_30,1171,168,7,0,1
davidson_32,429,264,6,0,2
davidson_34,565,445,13,0,2
davidson_36,469,290,4,0,4
davidson_38,630,109,4,0,0
davidson_40,659,630,16,0,3
davidson_42,196,1189,10,0,6
davidson_44,762,1931,22,0,5
davidson_46,379,1250,14,0,5
davidson_48,340,1186,19,0,2
davidson_50,385,1568,18,0,4
davidson_52,621,1978,31,0,4
davidson_54,137,852,12,0,0
davidson_56,136,600,15,0,3
davidson_58,493,1207,24,0,0
davidson_60,913,1651,28,0,6
davidson_62,673,247,13,0,0
davidson_64,914,190,5,0,0
davidson_66,444,557,7,0,5
davidson_68,565,677,8,0,3
davidson_70,296,1221,17,0,3
davidson_72,285,1324,18,0,1
davidson_74,440,1859,30,0,3
davidson_76,393,1624,24,0,9
davidson_78,487,1462,26,0,9
davidson_80A,506,2336,36,0,12
davidson_82,398,1223,25,0,3
davidson_84,686,2103,31,0,3
davidson_86A,691,1316,23,0,6
davidson_88,327,1206,14,0,3
davidson_CURBSIDE,231,242,4,0,0
davie_01,202,509,5,0,2
davie_02,188,483,12,0,0
davie_03,403,1234,23,0,4
davie_04,389,683,18,1,1
davie_05,333,1320,10,0,3
davie_06,298,777,10,0,1
davie_07,347,767,14,0,6
davie_08,651,659,13,0,3
davie_09,501,903,8,0,5
davie_10,385,1159,15,2,4
davie_11,207,887,9,0,5
davie_12,594,1853,20,1,3
davie_13,486,1495,18,0,1
davie_14,402,975,14,0,1
davie_CURBSIDE,83,156,2,0,0
duplin_ALBE,93,464,5,0,2
duplin_BEUL,187,692,15,0,0
duplin_CALY,118,342,1,0,1
duplin_CFRK,38,304,1,0,0
duplin_CHAR,318,152,1,0,0
duplin_CHIN,91,297,3,0,1
duplin_CYCK,131,521,2,0,0
duplin_FAIS,230,332,5,0,2
duplin_GLIS,56,260,11,0,0
duplin_HALL,161,263,3,0,3
duplin_KENA,292,274,5,0,0
duplin_LOCK,45,172,1,0,1
duplin_MAGN,247,172,3,0,0
duplin_ROCK,161,214,1,0,1
duplin_ROSE,281,367,0,0,0
duplin_SMCA,87,324,7,0,2
duplin_WALL,636,751,5,0,1
duplin_WARS,556,310,1,0,0
duplin_WOLF,130,509,3,0,0
durham_01,248,37,3,0,1
durham_02,440,76,10,0,3
durham_03,370,81,9,0,2
durham_04,370,105,10,0,4
durham_05,389,80,7,2,3
durham_06,295,65,7,0,4
durham_07,263,58,10,0,1
durham_08,422,34,8,0,1
durham_09,474,120,5,0,3
durham_10,259,4,1,0,1
durham_12,178,7,0,0,0
durham_13,326,6,0,0,0
durham_14,413,37,3,0,2
durham_15,326,36,1,0,1
durham_16,381,171,10,1,5
durham_17,587,19,2,0,2
durham_18,478,20,2,0,0
durham_19,568,95,5,0,3
durham_20,351,46,12,0,2
durham_21,415,105,9,0,2
durham_22,991,77,7,0,0
durham_23,842,171,7,0,9
durham_24,483,387,7,0,2
durham_25,194,331,8,0,4
durham_26,160,344,5,0,2
durham_27,363,218,13,0,2
durham_28,333,673,19,0,4
durham_29,532,407,10,0,3
durham_30-1,588,328,15,1,2
durham_30-2,744,167,15,0,4
durham_31,498,439,19,0,3
durham_32,195,300,14,0,3
durham_33,737,297,32,0,3
durham_34-1,435,122,21,0,6
durham_34-2,730,139,16,0,2
durham_35.3,904,470,39,0,5
durham_36,438,151,18,0,4
durham_37,571,513,25,0,2
durham_38,656,239,22,1,7
durham_39,480,398,13,0,2
durham_40,379,73,11,0,2
durham_41,374,9,0,0,3
durham_42,288,5,0,1,1
durham_43,863,548,25,0,2
durham_44,415,471,25,1,8
durham_45,471,502,27,0,3
durham_46,510,167,12,1,7
durham_47,409,8,0,0,0
durham_48,353,158,9,0,3
durham_50,609,423,22,0,10
durham_51,677,328,27,0,7
durham_52,550,85,7,0,7
durham_53-1,394,260,15,0,5
durham_53-2,538,372,18,0,1
durham_54,772,272,31,0,7
durham_55-11,412,8,2,0,2
durham_55-49,322,4,4,0,2
edgecombe_0101,406,45,4,0,0
edgecombe_0102,322,356,5,0,3
edgecombe_0103,226,405,4,0,2
edgecombe_0104,264,295,3,0,0
edgecombe_0201,207,228,4,0,0
edgecombe_0301,81,95,0,0,0
edgecombe_0401,127,94,2,0,0
edgecombe_0501,131,122,2,0,0
edgecombe_0601,234,102,0,0,1
edgecombe_0701,234,105,1,0,0
edgecombe_0801,119,249,1,0,0
edgecombe_0901,108,303,4,0,2
edgecombe_1001,213,227,1,0,1
edgecombe_1101,104,228,6,0,0
edgecombe_1201,656,23,0,0,2
edgecombe_1202,375,9,0,0,0
edgecombe_1203,312,455,10,0,1
edgecombe_1204,311,16,0,0,0
edgecombe_1205,282,1,1,0,0
edgecombe_1301,120,305,4,0,1
edgecombe_1401,74,321,3,0,1
forsyth_011,1239,2005,39,0,0
forsyth_012,439,1403,27,0,0
forsyth_013,1074,1691,26,0,0
forsyth_014,437,1068,24,0,0
forsyth_015,412,927,14,0,0
forsyth_021,598,1907,20,0,0
forsyth_031,612,836,14,0,0
forsyth_032,634,1151,18,0,0
forsyth_033,969,702,17,0,0
forsyth_034,540,932,15,0,0
forsyth_042,1007,1053,17,0,0
forsyth_043,880,930,13,0,0
forsyth_051,676,1284,28,0,0
forsyth_052,335,607,14,0,0
forsyth_053,486,1075,17,0,0
forsyth_054,715,1345,16,0,0
forsyth_055,802,1540,18,0,0
forsyth_061,617,857,18,0,0
forsyth_062,514,940,17,0,0
forsyth_063,870,1941,25,0,0
forsyth_064,324,498,6,0,0
forsyth_065,891,1868,24,0,0
forsyth_066,472,1082,23,0,0
forsyth_067,531,735,23,0,0
forsyth_068,588,1247,23,0,0
forsyth_071,926,1741,28,0,0
forsyth_072,1371,2467,34,0,0
forsyth_073,621,1604,21,0,0
forsyth_074,959,1188,23,0,0
forsyth_075,139,358,3,0,0
forsyth_081,1362,832,28,0,0
forsyth_082,1738,1294,21,0,0
forsyth_083,1133,494,13,0,0
forsyth_091,458,1049,11,0,0
forsyth_092,332,943,19,0,0
forsyth_101,889,796,11,0,0
forsyth_111,334,924,15,0,0
forsyth_112,790,1276,25,0,0
forsyth_122,1953,1611,30,0,0
forsyth_123,908,1062,18,0,0
forsyth_131,913,1416,30,0,0
forsyth_132,992,1628,25,0,0
forsyth_133,1311,2617,51,0,0
forsyth_201,2460,409,20,0,0
forsyth_203,1222,17,1,0,0
forsyth_204,1030,74,7,0,0
forsyth_205,610,2,1,0,0
forsyth_206,1160,109,4,0,0
forsyth_207,1246,263,6,0,0
forsyth_301,754,5,3,0,0
forsyth_302,810,23,1,0,0
forsyth_303,616,2,1,0,0
forsyth_304,1662,21,4,0,0
forsyth_305,1105,14,0,0,0
forsyth_306,994,124,7,0,0
forsyth_401,1244,73,1,0,0
forsyth_402,1163,4,0,0,0
forsyth_403,1217,41,1,0,0
forsyth_404,1373,138,8,0,0
forsyth_405,1940,13,5,0,0
forsyth_501,1448,104,2,0,0
forsyth_502,1063,31,2,0,0
forsyth_503,883,125,14,0,0
forsyth_504,834,108,3,0,0
forsyth_505,986,224,9,0,0
forsyth_506,635,439,12,0,0
forsyth_507,2154,1274,27,0,0
forsyth_601,927,333,14,0,0
forsyth_602,1778,1120,34,0,0
forsyth_603,1068,305,28,0,0
forsyth_604,772,237,13,0,0
forsyth_605,1760,796,16,0,0
forsyth_606,765,424,14,0,0
forsyth_607,991,739,12,0,0
forsyth_701,481,589,8,0,0
forsyth_702,762,444,16,0,0
forsyth_703,553,337,12,0,0
forsyth_704,808,508,19,0,0
forsyth_705,938,525,15,0,0
forsyth_706,554,379,12,0,0
forsyth_707,565,435,11,0,0
forsyth_708,1525,1273,22,0,0
forsyth_709,1044,830,19,0,0
forsyth_801,527,486,10,0,0
forsyth_802,474,778,2,0,0
forsyth_803,428,991,10,0,0
forsyth_804,428,589,12,0,0
forsyth_805,765,1117,17,0,0
forsyth_806,553,902,8,0,0
forsyth_807,640,836,13,0,0
forsyth_808,1446,778,19,0,0
forsyth_809,881,1250,14,0,0
forsyth_901,757,595,19,0,0
forsyth_902,847,236,23,0,0
forsyth_903,1340,979,20,0,0
forsyth_904,1276,346,16,0,0
forsyth_905,905,531,17,0,0
forsyth_906,1172,1082,16,0,0
forsyth_907,786,627,20,0,0
forsyth_908,895,1318,16,0,0
forsyth_909,512,492,11,0,0
forsyth_ACCUMULATED,0,0,0,5,404
franklin_01,1010,433,7,0,5
franklin_02,627,403,12,0,1
franklin_03,1115,974,22,1,2
franklin_05,584,840,21,0,6
franklin_06,696,478,8,0,1
franklin_07,313,760,10,0,2
franklin_08,789,1042,12,0,11
franklin_09,451,643,6,2,4
franklin_10,285,444,4,0,2
franklin_11,780,421,7,0,2
franklin_12,454,434,3,0,6
franklin_13,436,822,12,0,3
franklin_14,984,1626,34,3,7
franklin_15,1400,565,12,0,2
franklin_16,927,564,11,0,4
franklin_17,795,1391,26,0,4
franklin_18,649,1108,28,0,7
franklin_19,1141,1655,33,0,7
gaston_01,141,151,9,0,0
gaston_02,331,198,6,0,0
gaston_03,239,151,4,0,0
gaston_04,345,627,18,0,0
gaston_05,345,141,6,0,0
gaston_06,279,84,5,0,0
gaston_07,232,5,0,0,0
gaston_08,209,131,7,0,0
gaston_09,179,187,8,0,0
gaston_10,243,269,15,0,0
gaston_11,170,139,1,0,0
gaston_12,202,358,12,0,0
gaston_13,264,460,10,0,0
gaston_14,118,198,3,0,0
gaston_15,346,612,15,0,0
gaston_16,181,499,3,0,0
gaston_17,236,425,12,0,0
gaston_18,442,579,18,0,0
gaston_19,334,606,13,0,0
gaston_20,194,528,15,0,0
gaston_21,221,310,6,0,0
gaston_22,234,644,15,0,0
gaston_23,297,486,10,0,0
gaston_24,299,386,21,0,0
gaston_25,174,379,10,0,0
gaston_26,218,401,10,0,0
gaston_27,291,719,14,0,0
gaston_28,246,523,9,0,0
gaston_29,213,675,14,0,0
gaston_30,180,404,6,0,0
gaston_31,176,563,12,0,0
gaston_32,222,529,16,0,0
gaston_33,68,283,7,0,0
gaston_34,133,459,12,0,0
gaston_35,180,429,6,0,0
gaston_36,255,820,9,0,0
gaston_37,190,475,5,0,0
gaston_38,135,399,8,0,0
gaston_39,137,674,21,0,0
gaston_40,232,403,9,0,0
gaston_41,140,350,12,0,0
gaston_42,177,491,11,0,0
gaston_43,250,569,21,0,0
gaston_44,321,640,13,0,0
gaston_45,221,329,14,0,0
gaston_46,254,552,13,0,0
gaston_ACCUMULATED,0,0,0,11,236
gates_1,196,230,3,0,2
gates_2,128,301,4,0,0
gates_3,346,355,4,0,1
gates_4N,238,386,10,0,2
gates_4S,233,158,3,0,1
gates_5,180,298,3,0,2
graham_EAST,488,1048,14,0,10
graham_STEC,180,545,12,0,2
graham_TAPO,50,274,2,0,0
graham_WEST,401,883,25,0,13
granville_ANTI,662,240,3,0,0
granville_BERE,563,581,7,0,0
granville_BTNR,1190,802,13,0,4
granville_CORI,796,807,10,1,3
granville_CRDL,933,449,8,0,5
granville_CRDM,1588,1480,24,1,4
granville_EAOX,1117,499,8,1,3
granville_MTEN,1165,1531,38,1,8
granville_OKHL,521,400,7,0,0
granville_SALM,628,684,3,0,0
granville_SASS,639,656,10,0,1
granville_SOOX,966,218,5,0,0
granville_TYHO,941,1657,27,2,12
granville_WILT,1102,2108,39,11,7
granville_WOEL,787,293,6,0,0
greene_ARBA,134,168,1,0,0
greene_BEAR,73,148,1,0,0
greene_BULL,133,133,4,0,0
greene_CAST,95,245,3,0,0
greene_HOOK,68,193,2,0,0
greene_MAUR,174,304,2,0,1
greene_SH#1,114,193,0,0,0
greene_SHIN,112,315,4,0,0
greene_SUGG,74,187,1,0,0
greene_WALS,178,252,2,0,1
guilford_CG1,989,859,14,0,6
guilford_CG2,677,841,16,0,2
guilford_CG3A,646,744,13,0,1
guilford_CG3B,904,1048,17,0,5
guilford_FEN1,1989,765,13,0,7
guilford_FEN2,460,1027,14,0,0
guilford_FR1,1534,952,22,0,4
guilford_FR2,745,1009,24,0,1
guilford_FR3,547,684,10,0,1
guilford_FR4,411,725,5,0,3
guilford_FR5A,636,838,21,0,4
guilford_FR5B,381,672,18,0,9
guilford_G01,875,69,10,0,6
guilford_G02,532,218,5,0,1
guilford_G03,1465,70,3,0,2
guilford_G04,1385,61,0,0,1
guilford_G05,1209,12,4,0,1
guilford_G06,1198,27,1,0,0
guilford_G07,1043,325,7,0,1
guilford_G08,1309,357,14,0,1
guilford_G09,1667,291,8,0,4
guilford_G10,1676,369,17,0,2
guilford_G11,788,275,26,0,6
guilford_G12,648,174,10,0,1
guilford_G13,733,365,16,0,2
guilford_G14,638,318,14,0,6
guilford_G15,681,388,17,0,7
guilford_G16,596,645,5,0,5
guilford_G17,655,689,14,1,12
guilford_G18,363,663,8,0,3
guilford_G19,501,669,9,0,4
guilford_G20,850,1051,23,0,6
guilford_G21,1309,1221,15,0,3
guilford_G22,516,903,12,0,2
guilford_G23,588,438,20,0,1
guilford_G24,581,301,16,0,1
guilford_G25,806,608,13,0,4
guilford_G26,1506,593,18,0,7
guilford_G27,1122,1229,28,0,6
guilford_G28,593,396,13,0,2
guilford_G29,746,485,24,0,8
guilford_G30,561,775,14,2,7
guilford_G31,532,599,18,0,5
guilford_G32,920,1138,21,0,3
guilford_G33,593,837,9,0,1
guilford_G34,679,815,14,0,3
guilford_G35,520,481,13,0,1
guilford_G36,799,613,10,0,5
guilford_G37,1337,458,18,0,7
guilford_G38,1057,748,12,0,1
guilford_G39,789,489,10,1,2
guilford_G40A1,604,622,17,0,2
guilford_G40A2,498,462,7,0,3
guilford_G40B,517,653,5,0,2
guilford_G41A,624,500,8,2,2
guilford_G41B,549,759,12,0,3
guilford_G42A,723,850,12,0,5
guilford_G42B,255,202,2,0,1
guilford_G43,1426,560,27,0,7
guilford_G44,1198,256,41,0,6
guilford_G45,1937,342,38,0,11
guilford_G46,1910,33,5,0,2
guilford_G47,1143,258,23,0,5
guilford_G48,1634,540,46,0,11
guilford_G49,643,135,7,0,4
guilford_G50,1712,363,8,0,3
guilford_G51,886,394,11,0,5
guilford_G52,1436,126,8,0,2
guilford_G53,1978,126,9,0,2
guilford_G54,1675,146,10,0,1
guilford_G55,1492,227,13,0,5
guilford_G56,963,274,6,0,3
guilford_G57,1145,270,9,0,6
guilford_G58,1103,228,8,0,3
guilford_G59,852,235,6,0,1
guilford_G60,956,325,13,0,4
guilford_G61,1190,286,8,0,1
guilford_G62,636,382,10,0,4
guilford_G63,759,491,7,0,3
guilford_G64,1436,420,14,0,4
guilford_G65,1099,668,20,0,5
guilford_G66,931,886,21,0,4
guilford_G67,1270,5,3,0,0
guilford_G68,1904,8,2,1,1
guilford_G69,1734,107,7,0,1
guilford_G70,1956,9,3,1,3
guilford_G71,1758,13,2,0,2
guilford_G72,1726,61,7,0,2
guilford_G73,1263,12,1,0,0
guilford_G74,1784,17,3,0,2
guilford_G75,1239,68,1,0,1
guilford_GIB,799,877,12,0,2
guilford_GR,353,1345,21,0,3
guilford_H01,754,344,8,0,4
guilford_H02,473,604,9,0,1
guilford_H03,843,205,8,0,1
guilford_H04,972,571,17,0,4
guilford_H05,1275,200,5,0,1
guilford_H06,1175,799,13,0,3
guilford_H07,992,71,0,0,0
guilford_H08,762,34,2,0,0
guilford_H09,1312,21,2,0,0
guilford_H10,1420,126,2,0,1
guilford_H11,1149,180,9,0,2
guilford_H12,680,274,11,0,4
guilford_H13,518,838,8,0,2
guilford_H14,263,876,8,0,2
guilford_H15,666,658,14,0,0
guilford_H16,392,525,12,0,2
guilford_H17,604,258,6,0,3
guilford_H18,1050,284,13,0,3
guilford_H19A,855,121,0,0,0
guilford_H19B,289,346,3,0,0
guilford_H20A,463,472,11,0,8
guilford_H20B,331,529,5,0,2
guilford_H21,418,636,17,0,2
guilford_H22,419,443,4,0,4
guilford_H23,373,712,22,0,5
guilford_H24,686,1031,16,1,4
guilford_H25,950,1734,21,0,4
guilford_H26,631,835,17,0,5
guilford_H27-A,774,991,21,0,7
guilford_H27-B,467,688,8,0,2
guilford_H28,1123,926,9,0,8
guilford_H29A,805,601,10,0,1
guilford_H29B,911,612,15,0,3
guilford_JAM1,796,1279,24,0,9
guilford_JAM2,577,781,9,0,4
guilford_JAM3,586,885,9,2,5
guilford_JAM4,477,1200,7,0,7
guilford_JAM5,212,793,10,0,4
guilford_JEF1,729,1110,15,0,3
guilford_JEF2,992,649,18,2,3
guilford_JEF3,2299,421,14,0,8
guilford_JEF4,587,724,14,3,4
guilford_MON1,1017,629,9,0,6
guilford_MON2A,1528,575,8,1,4
guilford_MON2B,769,457,7,0,4
guilford_MON3,963,1818,24,0,4
guilford_NCGR1,712,1638,22,0,3
guilford_NCGR2,418,1066,8,0,6
guilford_NCLAY1,683,1222,8,0,3
guilford_NCLAY2,297,803,5,0,3
guilford_NDRI,296,1288,12,0,2
guilford_NMAD,625,827,14,0,3
guilford_NWASH,160,775,11,0,2
guilford_OR1,672,1845,15,0,4
guilford_OR2,553,1320,13,0,2
guilford_PG1,441,812,12,0,0
guilford_PG2,537,1505,20,0,5
guilford_RC1,1118,1098,20,1,4
guilford_RC2,1111,1462,33,0,6
guilford_SCLAY,323,1182,23,0,4
guilford_SDRI,902,2042,23,0,7
guilford_SF1,644,1663,17,0,2
guilford_SF2,332,912,15,0,3
guilford_SF3,852,1214,26,0,2
guilford_SF4,930,1682,34,1,12
guilford_SMAD,792,1075,18,0,4
guilford_STOK,701,2007,23,0,7
guilford_SUM1,1060,563,9,0,3
guilford_SUM2,778,475,7,0,2
guilford_SUM3,207,677,8,0,3
guilford_SUM4,276,1184,14,0,6
guilford_SWASH,142,509,5,0,3
guilford_CURBSIDE,280,112,1,0,0
halifax_BUTWD,68,82,4,0,0
halifax_CONC,104,31,1,0,0
halifax_ENF1,365,132,7,0,0
halifax_ENF 2,182,39,0,0,0
halifax_FAUCT,115,299,2,0,0
halifax_HAL,129,67,2,0,0
halifax_HPR,283,218,2,0,1
halifax_HOL,732,49,3,0,0
halifax_LIT 1,369,130,1,0,0
halifax_LIT 2,155,329,2,0,0
halifax_RINGW,299,45,0,0,0
halifax_RR1-2,124,254,7,0,5
halifax_RR 3,86,253,4,0,3
halifax_RR 4,84,282,3,0,0
halifax_RR 5,66,179,3,0,3
halifax_RR 6,63,206,2,0,2
halifax_RR 7,159,70,1,0,0
halifax_RR 8,83,176,2,0,2
halifax_RR 9,301,178,4,0,0
halifax_RR 10,212,504,7,0,2
halifax_RR 11,203,404,4,0,1
halifax_SN,863,364,7,0,0
halifax_WEL 1,219,50,4,0,0
halifax_WEL 2,103,81,0,0,0
halifax_WEL 3,303,134,3,0,0
harnett_PR01,731,1189,32,0,5
harnett_PR07,695,1270,38,0,5
harnett_PR08,658,1236,19,0,5
harnett_PR16,700,830,21,0,7
harnett_PR20,529,361,7,0,1
harnett_PR23,444,813,26,0,6
harnett_PR24,481,1274,22,0,5
harnett_PR25,680,678,6,0,1
harnett_PR26,343,861,8,0,3
harnett_PR28,491,1392,33,0,3
harnett_PR29,546,878,10,0,4
harnett_PR30,509,764,24,0,6
haywood_AC,581,667,16,2,5
haywood_BC,8,13,0,0,0
haywood_BE-1,316,498,6,2,2
haywood_BE-2,312,348,17,0,2
haywood_BE-3,461,726,12,3,4
haywood_BE-4,339,633,15,0,3
haywood_BE56,549,541,18,1,1
haywood_BE-7,240,521,8,0,3
haywood_CE,61,202,2,0,0
haywood_CL-N,571,752,17,0,9
haywood_CL-S,598,837,19,3,9
haywood_CR,431,547,19,3,4
haywood_EF,244,500,9,0,4
haywood_FC-1,197,263,6,0,1
haywood_FC-2,44,78,2,0,1
haywood_HA,299,241,9,0,6
haywood_ID,277,312,11,0,3
haywood_IH,897,1286,28,0,8
haywood_JC,831,1032,34,1,6
haywood_LJ,626,610,19,1,7
haywood_P,541,1157,14,1,5
haywood_PC,232,519,8,2,3
haywood_SA,598,729,18,0,1
haywood_WC,220,172,9,0,1
haywood_WE,514,507,11,0,5
haywood_WO,97,80,1,0,1
haywood_WS-1,685,730,21,1,1
haywood_WS-2,598,605,14,0,3
haywood_WW,466,527,24,0,3
henderson_AR,318,528,15,0,1
henderson_AT,636,1352,14,0,6
henderson_BC,226,311,4,0,2
henderson_BK,264,312,6,0,2
henderson_CB,231,510,10,0,1
henderson_CC,539,1188,20,0,5
henderson_CV,142,257,3,0,0
henderson_ED,428,927,16,1,2
henderson_EF,500,883,20,0,5
henderson_ES,459,778,16,0,9
henderson_EV,540,1130,12,0,3
henderson_FL,1026,1455,24,0,6
henderson_FR,756,1362,14,0,6
henderson_GM,261,535,13,1,1
henderson_GR,385,1158,23,0,5
henderson_HC,682,1328,19,0,6
henderson_HS,518,1013,7,0,4
henderson_HV-1,713,735,15,0,6
henderson_HV-2,698,528,16,0,12
henderson_HV-3,748,657,14,1,7
henderson_LJ,501,840,18,0,2
henderson_LP,528,661,10,0,2
henderson_MG,245,376,13,0,6
henderson_NB,592,1433,23,1,6
henderson_NE,443,580,17,0,8
henderson_NM,629,1163,25,0,0
henderson_NW,439,656,8,0,6
henderson_PR,520,906,21,0,4
henderson_PV,520,830,13,0,3
henderson_RG,446,957,12,0,3
henderson_RR,216,352,9,0,0
henderson_SB,414,1210,23,0,2
henderson_SE,244,450,14,0,3
henderson_SM,723,1525,23,0,1
henderson_SW,591,964,31,0,9
henderson_CURBSIDE,503,731,9,0,2
hertford_A1,315,232,3,0,0
hertford_A2,277,259,2,0,2
hertford_A3,298,20,2,0,1
hertford_BR,133,17,2,0,0
hertford_CM,108,108,4,0,1
hertford_CO,172,36,1,0,0
hertford_HV,215,152,4,0,3
hertford_M1,458,199,4,0,1
hertford_M2,220,81,3,0,0
hertford_ML,55,222,2,0,0
hertford_SJ,215,131,6,0,0
hertford_UN,133,137,3,0,0
hertford_WN,155,76,0,0,1
hoke_01,107,69,1,0,0
hoke_02,800,324,7,0,0
hoke_03,433,147,7,0,2
hoke_04,303,329,12,0,1
hoke_05,501,467,11,0,2
hoke_06A,1679,1439,32,0,4
hoke_12,888,1239,22,0,4
hoke_13,333,472,3,0,0
hoke_14,1251,793,16,0,3
hoke_61,740,349,18,0,1
hoke_62,339,263,13,0,2
hoke_63,1413,460,14,0,2
hoke_64,673,461,10,0,6
hoke_65,616,7,1,0,0
hoke_ACCUMULATED,0,0,0,0,0
hyde_BM,14,140,0,0,0
hyde_ENG,180,142,1,0,3
hyde_FF,79,115,0,0,0
hyde_LL,150,89,3,0,0
hyde_OCK,193,94,6,0,1
hyde_SLAD,67,118,3,0,0
hyde_SQ,73,158,1,0,0
iredell_BA,890,1889,49,0,21
iredell_BE,976,2590,39,0,11
iredell_CC1,1390,2314,53,0,7
iredell_CC2,1696,1975,39,0,12
iredell_CC3,1833,3130,64,0,11
iredell_CC4,1241,2615,45,0,11
iredell_CD,806,2263,37,0,11
iredell_CH-A,731,1041,12,0,4
iredell_CH-B,578,1108,20,0,3
iredell_CS,586,1168,14,0,9
iredell_DV1-A,1169,3099,38,0,11
iredell_DV1-B,1497,4503,35,0,14
iredell_DV2-A,702,2230,20,0,10
iredell_DV2-B,798,1919,15,0,9
iredell_EM,175,594,5,0,0
iredell_FT,1401,3363,55,0,13
iredell_NH,163,646,16,0,8
iredell_OL,186,710,11,0,1
iredell_SB,246,1003,14,0,5
iredell_SH-A,528,1534,21,0,13
iredell_SH-B,482,1571,27,0,9
iredell_ST1,1106,1551,24,0,8
iredell_ST2,932,995,11,0,4
iredell_ST3,1457,781,14,0,5
iredell_ST4,958,1179,13,0,11
iredell_ST5,1199,957,16,0,6
iredell_ST6,1609,784,13,0,3
iredell_TB,559,979,17,0,7
iredell_UG,182,808,10,0,6
jackson_BCK,289,444,15,0,0
jackson_CAN,99,166,3,0,0
jackson_CAS,364,791,15,0,0
jackson_CFK,163,180,11,0,0
jackson_CUL,1883,1311,76,0,0
jackson_DIL,339,364,14,0,0
jackson_GCK,299,314,7,0,0
jackson_GLV,285,664,14,0,0
jackson_QUA,896,769,24,0,0
jackson_RIV,184,262,11,0,0
jackson_SAV,277,419,9,0,0
