prec_id,Barry Gurney (Write-In),David Waddell (Write-In),John Rhodes (Write-In),Kay Hagan,Sean Haugh,Thom Tillis,Write-In (Miscellaneous),BARRY GURNEY (Write-In),DAVID WADDELL (Write-In),JOHN RHODES (Write-In)
nash_12,0,0,0,110,21,219,0,,,
new hanover_ONESTOP,0,0,0,0,0,0,0,,,
new hanover_W29,0,0,0,1214,24,61,5,,,
new hanover_W03,0,0,0,734,27,111,1,,,
new hanover_M02,0,0,2,1305,145,1740,3,,,
new hanover_M07,0,0,0,386,54,494,1,,,
new hanover_W28,0,0,0,661,62,329,1,,,
new hanover_H08,0,0,0,1080,122,1591,2,,,
new hanover_M04,0,0,1,1343,129,1564,2,,,
new hanover_H03,0,0,1,899,127,1422,2,,,
new hanover_H04,0,0,0,712,85,925,2,,,
new hanover_FP04,0,0,0,739,105,1100,3,,,
new hanover_FP05,0,0,2,383,59,556,2,,,
new hanover_FP03,0,0,1,385,52,510,1,,,
new hanover_W30,0,0,0,877,110,753,1,,,
new hanover_WB,0,0,2,413,35,671,1,,,
new hanover_H11,1,0,0,931,142,1188,3,,,
new hanover_W27,0,0,0,1198,58,237,0,,,
new hanover_W24,0,0,1,446,68,315,3,,,
new hanover_W12,0,0,0,542,39,369,2,,,
new hanover_W15,0,0,1,1145,55,173,3,,,
new hanover_W18,0,0,0,324,42,315,1,,,
new hanover_W21,0,0,0,835,89,749,2,,,
new hanover_FP07,0,0,0,809,112,1145,2,,,
new hanover_CF05,0,0,0,511,62,617,1,,,
new hanover_FP02,0,0,0,581,82,594,2,,,
new hanover_CF06,0,0,0,552,69,674,3,,,
new hanover_M06,0,0,0,608,72,808,0,,,
new hanover_H06,0,0,1,565,101,571,7,,,
new hanover_W31,0,0,0,846,76,1094,2,,,
new hanover_W08,0,0,0,405,35,154,2,,,
new hanover_H10,0,0,0,806,74,568,2,,,
new hanover_W25,0,0,0,1210,53,163,0,,,
new hanover_H01,1,0,0,335,42,364,0,,,
new hanover_H02,0,0,0,606,32,1462,1,,,
new hanover_M03,0,0,0,636,114,818,6,,,
new hanover_W17,0,0,0,596,59,636,0,,,
new hanover_H05,0,0,0,725,102,1000,4,,,
new hanover_FP06,0,0,3,597,98,811,4,,,
new hanover_H09,0,0,1,1422,122,2302,7,,,
new hanover_CF01,0,0,0,839,102,665,1,,,
new hanover_CF02,0,0,0,451,75,688,4,,,
new hanover_W13,1,0,1,406,37,113,0,,,
new hanover_W16,0,0,1,767,80,805,1,,,
new hanover_W26,0,0,1,616,82,294,3,,,
northampton_GALATI,0,0,0,77,6,86,0,,,
northampton_SEABOA,0,0,0,217,1,93,0,,,
northampton_LAKE G,0,0,0,252,15,259,0,,,
northampton_LASKER,0,0,0,35,12,88,0,,,
northampton_NEWTOW,0,0,0,109,2,107,1,,,
northampton_ONESTOP,0,0,0,1564,30,467,1,,,
northampton_PENDLE,0,0,0,49,4,45,0,,,
northampton_CREEKS,0,0,0,76,6,117,0,,,
northampton_MILWAU,0,0,0,81,10,61,0,,,
northampton_POTECA,0,0,0,46,1,20,0,,,
northampton_JACKSO,0,0,0,129,5,90,0,,,
northampton_RICH S,0,0,0,316,3,82,0,,,
northampton_REHOBE,0,0,0,71,6,27,0,,,
northampton_WOODLA,0,0,0,148,8,80,0,,,
northampton_GARYSB,0,0,0,422,4,41,0,,,
northampton_SEVERN,0,0,0,56,8,64,0,,,
northampton_CONWAY,0,0,0,119,6,163,1,,,
northampton_GASTON,0,0,0,479,21,160,0,,,
northampton_PLEASA,0,0,0,86,1,23,0,,,
onslow_BC21,3,,0,261,54,803,1,,,
onslow_FS16,0,,0,188,65,640,2,,,
onslow_NR02,0,,0,216,8,43,0,,,
onslow_ONESTOP,2,,2,4073,414,7035,13,,,
onslow_SW19,0,,0,447,83,1132,0,,,
onslow_NM13,0,,1,55,21,295,0,,,
onslow_NE22B,0,,0,355,44,619,1,,,
onslow_HM05,0,,0,309,19,520,1,,,
onslow_HR17,0,,0,142,39,330,1,,,
onslow_VR15,0,,0,97,26,230,0,,,
onslow_WN04,0,,0,330,40,654,2,,,
onslow_CL10,0,,0,100,41,413,1,,,
onslow_CR07,0,,0,235,65,602,2,,,
onslow_HN14,0,,0,137,20,399,0,,,
onslow_ML23,0,,0,109,22,230,0,,,
onslow_NE22A,0,,0,288,49,275,1,,,
onslow_RL09,0,,0,296,47,611,1,,,
onslow_JA01,0,,0,229,33,315,2,,,
onslow_HU20,0,,0,138,52,536,2,,,
onslow_GB12,0,,0,199,27,519,2,,,
onslow_TL06,0,,0,208,43,448,0,,,
onslow_SF18,0,,0,217,60,764,1,,,
onslow_BM08,0,,0,511,55,653,3,,,
onslow_EN03,0,,0,599,67,696,0,,,
onslow_MT24,0,,0,103,33,425,3,,,
orange_OW,0,0,0,494,16,58,0,,,
orange_LC,0,0,0,582,28,58,0,,,
orange_CG,0,0,0,276,40,255,0,,,
orange_CB,0,0,0,428,16,49,0,,,
orange_LI,0,0,0,257,8,59,0,,,
orange_WD,0,0,0,542,20,127,1,,,
orange_CP,0,0,0,408,43,377,0,,,
orange_CA,0,0,0,181,18,193,1,,,
orange_CF,0,0,0,493,17,199,1,,,
orange_EA,0,0,0,285,14,84,0,,,
orange_EH,0,0,0,447,16,103,0,,,
orange_WC,0,0,0,377,22,270,1,,,
orange_CH,0,0,0,382,9,69,1,,,
orange_CW,0,0,0,321,42,616,1,,,
orange_ES,0,0,0,457,16,83,0,,,
orange_MF,0,0,0,417,18,97,0,,,
orange_SJ,0,0,0,644,11,170,0,,,
orange_TO,0,0,0,236,18,272,0,,,
orange_ONESTOP,0,1,1,18702,348,4085,14,,,
orange_EF,0,0,0,299,22,390,2,,,
orange_CO,0,0,0,552,20,109,0,,,
orange_CS1,0,0,0,267,13,170,0,,,
orange_GR,0,0,0,384,14,84,1,,,
orange_ENO,0,0,0,361,33,403,1,,,
orange_CC,0,0,0,323,16,114,2,,,
orange_NS,0,0,0,404,16,63,0,,,
orange_WH,0,0,0,388,27,148,1,,,
orange_SM,0,1,0,345,25,482,3,,,
orange_KM,0,0,0,461,22,162,0,,,
orange_BC,0,0,0,426,17,98,1,,,
orange_OG,0,0,0,671,37,476,0,,,
orange_WW,0,0,0,231,4,60,1,,,
orange_NC,0,0,0,499,10,116,1,,,
orange_RF,0,0,0,569,14,155,1,,,
orange_TH,0,0,0,471,21,33,2,,,
orange_BP,0,0,0,220,9,55,0,,,
orange_DM,0,0,0,565,28,117,0,,,
orange_GB,0,0,0,538,47,316,5,,,
orange_PA,0,0,0,642,25,365,0,,,
orange_GL,0,0,0,529,18,240,0,,,
orange_CX,0,0,0,603,55,577,1,,,
orange_DA,1,0,0,785,13,194,0,,,
orange_WDS,0,0,1,303,6,28,0,,,
orange_H,0,0,0,218,8,54,0,,,
orange_HF,0,0,0,771,38,240,2,,,
pamlico_4MSIC,0,0,0,79,2,34,0,,,
pamlico_4HB,0,0,0,22,7,84,0,,,
pamlico_2SW,0,0,0,88,16,127,0,,,
pamlico_2OT,0,0,0,484,34,671,0,,,
pamlico_1RB,0,0,0,181,22,466,0,,,
pamlico_1AL A,1,0,0,97,12,160,0,,,
pamlico_1GB,0,0,0,130,29,327,1,,,
pamlico_3BY,0,0,0,467,27,291,2,,,
pamlico_5AP,0,0,0,432,45,687,0,,,
pamlico_4VM A,0,0,0,64,6,42,0,,,
pamlico_CURBSIDE,0,0,0,79,2,46,0,,,
pasquotank_ONESTOP,0,0,0,2801,71,2141,1,,,
pasquotank_4-B,0,0,0,264,4,46,1,,,
pasquotank_4-A,0,0,0,185,7,15,0,,,
pasquotank_SAL,0,0,0,86,3,206,0,,,
pasquotank_PRO,0,0,0,332,25,536,1,,,
pasquotank_NIX,2,0,0,242,13,466,0,,,
pasquotank_MH,0,0,0,352,15,402,0,,,
pasquotank_3-A,0,0,0,149,2,54,0,,,
pasquotank_2-B,0,0,0,111,6,44,0,,,
pasquotank_2-A,0,0,0,136,6,88,0,,,
pasquotank_1-A,0,0,0,118,9,69,0,,,
pasquotank_1-B,0,0,0,151,4,105,0,,,
pasquotank_3-B,0,0,0,193,8,10,0,,,
pasquotank_NEW,0,0,0,282,16,203,0,,,
pender_RP20,0,0,0,362,46,307,3,,,
pender_CS04,0,0,0,215,23,197,1,,,
pender_LT18,0,0,0,380,105,962,4,,,
pender_MH07,0,0,0,43,8,108,0,,,
pender_CURBSIDE,0,0,0,64,1,36,0,,,
pender_LC09,0,0,0,257,49,365,1,,,
pender_SB02,0,1,0,620,80,616,8,,,
pender_UT14,0,0,0,486,86,1075,2,,,
pender_PL10,0,0,0,48,27,130,1,,,
pender_GR06,0,0,0,329,32,235,1,,,
pender_NB01,0,0,1,337,50,382,2,,,
pender_LU16,0,0,1,143,41,273,1,,,
pender_SC13,0,1,0,465,77,794,0,,,
pender_SP15,0,0,0,390,71,742,4,,,
pender_UH08,0,0,0,300,7,80,1,,,
pender_CL05,0,0,0,447,29,190,0,,,
pender_CF11,0,0,0,307,78,659,3,,,
pender_MT19,0,0,0,498,61,894,2,,,
pender_UU17,0,0,0,211,18,215,0,,,
pender_CT03,0,0,0,70,2,26,0,,,
pender_SH12,0,0,0,209,39,617,0,,,
perquimans_NICANO,0,0,0,26,3,65,0,,,
perquimans_WEST H,0,0,0,154,11,171,0,,,
perquimans_NEW HO,0,0,0,269,18,586,0,,,
perquimans_BELVID,0,0,0,95,3,174,0,,,
perquimans_ONESTOP,0,0,0,0,0,0,0,,,
perquimans_EAST H,0,0,0,238,6,176,0,,,
perquimans_BETHEL,0,0,1,412,28,904,0,,,
perquimans_PARKVI,0,0,0,338,7,424,0,,,
person_ROX2,0,0,0,379,43,434,1,,,
person_RX1A,0,0,0,453,42,622,2,,,
person_OLHI,0,0,0,258,36,540,0,,,
person_BFRK,0,2,0,223,22,424,0,,,
person_ROX1,0,1,0,616,34,281,1,,,
person_ALVI,0,0,0,510,33,452,0,,,
person_WDSD,0,0,0,297,19,211,0,,,
person_MTTZ,0,0,0,369,60,677,0,,,
person_ROX3,0,0,0,506,31,278,1,,,
person_HLWY,0,0,0,164,21,306,0,,,
person_HUML,0,0,0,173,16,193,0,,,
person_ROX4,0,0,0,425,30,275,0,,,
person_CUCL,0,0,0,347,36,519,2,,,
person_FLRI,0,0,0,732,121,1454,6,,,
pitt_0200A,0,0,0,235,31,374,1,,,
pitt_1301,0,0,0,81,8,222,0,,,
pitt_101,0,0,0,415,42,408,2,,,
pitt_1509,0,0,0,412,38,449,2,,,
pitt_1511B,0,0,0,281,27,296,4,,,
pitt_1510B,1,0,0,299,22,413,1,,,
pitt_1506,0,0,0,170,15,106,0,,,
pitt_1507,0,0,0,329,35,239,0,,,
pitt_1513B,0,0,0,147,24,310,2,,,
pitt_1201,0,0,1,360,30,390,2,,,
pitt_1403A2,0,0,0,253,23,242,1,,,
pitt_1513A,0,0,0,242,14,394,0,,,
pitt_1507B,0,0,0,87,10,75,1,,,
pitt_0200B,0,0,0,288,20,209,0,,,
pitt_1403B,1,0,2,416,26,579,4,,,
pitt_1510A,0,0,0,241,21,511,0,,,
pitt_1512A,0,0,0,513,25,402,0,,,
pitt_1512B,0,0,0,350,16,225,2,,,
pitt_1508A,0,0,0,112,12,83,0,,,
pitt_1403A1,0,0,0,226,34,417,0,,,
pitt_1511A,0,0,0,347,24,648,0,,,
pitt_601,0,0,0,175,36,651,2,,,
pitt_1102B,0,0,0,296,32,676,2,,,
pitt_ONESTOP,0,0,1,10546,441,8594,22,,,
pitt_1508B,0,0,0,187,16,166,0,,,
pitt_0800B,0,0,0,250,37,305,3,,,
pitt_1001,0,0,0,355,43,486,2,,,
pitt_1102A,0,0,0,264,22,453,3,,,
pitt_1101,0,0,0,178,21,210,0,,,
pitt_0800A,0,0,0,273,27,317,2,,,
pitt_901,0,0,0,121,15,158,1,,,
pitt_501,0,0,0,124,21,226,1,,,
pitt_401,0,0,0,388,26,264,3,,,
pitt_1505A,0,0,0,322,14,118,1,,,
pitt_1504A,0,0,0,380,11,61,1,,,
pitt_1504B,0,0,0,490,24,173,0,,,
pitt_701,0,0,0,159,19,409,1,,,
pitt_301,0,0,0,510,22,279,1,,,
pitt_1503,0,0,0,392,6,62,0,,,
pitt_1501,0,0,0,158,2,11,0,,,
pitt_1505B,0,0,0,518,12,44,0,,,
polk_WO06,0,0,0,292,43,483,2,,,
polk_TR123,0,0,0,862,52,673,0,,,
polk_CL07,0,0,0,477,35,637,1,,,
polk_GC09,0,0,0,494,48,744,2,,,
polk_CG05,0,0,0,138,32,430,1,,,
polk_CL08,0,0,0,512,42,781,0,,,
polk_SA04,0,0,0,304,30,407,0,,,
randolph_ST,0,0,0,190,33,655,5,,,
randolph_SE,0,0,0,174,33,761,2,,,
randolph_SO,0,0,0,264,54,1062,5,,,
randolph_GR,0,0,1,320,88,1133,3,,,
randolph_PR,0,0,0,383,96,1809,4,,,
randolph_LB,0,0,0,462,51,702,1,,,
randolph_DR,0,0,0,313,99,1239,4,,,
randolph_RM,0,0,0,376,56,775,1,,,
randolph_NM,0,0,0,269,75,1376,2,,,
randolph_AS,0,3,0,493,78,1362,2,,,
randolph_BC,0,0,0,199,47,1033,2,,,
randolph_TT,0,0,0,214,63,1291,2,,,
randolph_UG,0,0,0,552,123,2170,3,,,
randolph_AN,0,0,0,325,52,843,3,,,
randolph_TR,0,0,0,467,101,2246,4,,,
randolph_AR,0,0,0,598,121,2309,4,,,
randolph_LC,0,0,0,222,44,651,0,,,
randolph_RN,0,0,0,497,112,1436,2,,,
randolph_SW,0,0,0,156,46,880,5,,,
randolph_TB,1,0,0,139,32,802,1,,,
randolph_AE,0,0,0,852,87,891,3,,,
randolph_AW,0,0,0,733,109,1473,5,,,
richmond_15,0,0,0,27,4,37,0,,,
richmond_1,0,0,0,630,48,308,5,,,
richmond_4,0,0,0,231,30,160,3,,,
richmond_7,0,0,0,162,18,96,1,,,
richmond_16,0,1,0,24,12,90,0,,,
richmond_14,0,0,0,57,2,20,0,,,
richmond_11,0,0,0,137,14,152,0,,,
richmond_5,0,0,0,44,12,57,1,,,
richmond_8,0,0,0,486,59,324,2,,,
richmond_ONESTOP,0,0,0,2844,213,2162,8,,,
richmond_3,0,0,0,63,14,169,0,,,
richmond_6,0,0,0,108,27,184,0,,,
richmond_9,0,0,0,596,84,660,6,,,
richmond_10,0,0,0,195,15,75,0,,,
richmond_12,0,0,0,203,32,285,1,,,
richmond_2,0,0,0,452,95,641,8,,,
richmond_13,0,0,0,131,19,156,2,,,
robeson_15,0,0,2,174,4,38,0,,,
robeson_41,0,0,0,217,37,563,1,,,
robeson_25,0,0,0,167,21,170,0,,,
robeson_28,0,0,0,146,16,143,0,,,
robeson_4,0,0,0,211,22,291,2,,,
robeson_7,0,0,0,170,8,75,0,,,
robeson_05A,0,0,0,616,20,259,1,,,
robeson_1,0,0,0,146,11,102,0,,,
robeson_16,0,0,0,234,5,9,0,,,
robeson_20,0,0,0,189,10,189,1,,,
robeson_38,0,0,0,66,4,65,0,,,
robeson_39,0,0,0,213,18,171,0,,,
robeson_14,0,0,0,119,16,119,1,,,
robeson_19,0,0,0,701,19,176,0,,,
robeson_34,0,0,0,134,14,161,1,,,
robeson_35,0,0,0,245,18,306,1,,,
robeson_22,0,0,0,312,14,268,1,,,
robeson_8,0,0,0,126,21,343,1,,,
robeson_29,0,0,0,376,10,157,0,,,
robeson_ONESTOP,0,0,0,3506,146,1879,3,,,
robeson_11,0,0,0,399,50,900,0,,,
robeson_36,0,0,0,147,9,154,1,,,
robeson_12,0,0,0,237,13,142,1,,,
robeson_17,0,0,0,69,5,46,0,,,
robeson_9,0,0,0,173,19,172,0,,,
robeson_10,0,0,0,174,12,174,0,,,
robeson_40,0,0,0,106,7,74,0,,,
robeson_32A,0,0,3,590,38,697,2,,,
robeson_18A,0,0,0,190,21,289,1,,,
robeson_23,0,0,0,351,31,318,1,,,
robeson_24,0,0,0,105,8,119,0,,,
robeson_3,0,0,0,121,29,315,0,,,
robeson_33,0,0,0,74,9,60,0,,,
robeson_30,0,0,1,271,26,246,4,,,
robeson_11A,0,0,0,169,16,156,1,,,
robeson_13,0,0,0,170,28,247,0,,,
robeson_26A,0,0,0,740,30,293,4,,,
robeson_2,0,0,0,308,15,133,2,,,
robeson_21,0,0,0,351,33,327,2,,,
robeson_37,0,0,0,46,5,172,0,,,
rockingham_MC,0,0,1,1030,96,1178,8,,,
rockingham_NB,0,0,4,364,106,1169,3,,,
rockingham_MA,0,0,0,627,115,1029,2,,,
rockingham_HO,0,0,0,291,38,515,4,,,
rockingham_WS,0,0,3,1056,194,1605,8,,,
rockingham_MS,0,0,0,1908,144,1437,6,,,
rockingham_IR,0,0,0,327,58,828,5,,,
rockingham_LI,0,0,0,577,105,1106,4,,,
rockingham_LK-2,0,0,0,644,102,920,4,,,
rockingham_RC,0,0,0,780,128,1518,5,,,
rockingham_HU,0,0,0,409,101,1206,0,,,
rockingham_ED-1,0,0,1,647,99,966,5,,,
rockingham_EC,0,0,0,720,91,1076,3,,,
rockingham_DR,0,0,0,332,58,522,3,,,
rockingham_SE,0,0,1,843,61,915,2,,,
rowan_3,0,0,0,186,65,801,3,,,
rowan_23,0,0,0,97,42,471,1,,,
rowan_26,0,0,0,128,74,572,1,,,
rowan_22,0,0,0,64,25,266,1,,,
rowan_13,0,0,0,120,57,606,3,,,
rowan_33,0,0,0,107,52,605,2,,,
rowan_05A,0,0,0,413,117,1071,6,,,
rowan_25,0,0,2,278,96,983,1,,,
rowan_1,0,1,0,111,57,552,0,,,
rowan_41,0,0,0,614,52,543,4,,,
rowan_14A,1,0,0,556,139,1229,5,,,
rowan_34,0,0,0,577,39,395,1,,,
rowan_35,0,0,0,383,26,163,1,,,
rowan_2,0,0,0,255,27,249,2,,,
rowan_39,0,0,0,428,27,427,2,,,
rowan_38,0,0,0,817,42,321,4,,,
rowan_8,0,0,0,451,83,897,2,,,
rowan_16,0,0,0,225,28,398,2,,,
rowan_29,0,0,0,110,36,396,3,,,
rowan_32,0,1,0,233,47,507,3,,,
rowan_27,0,0,0,182,32,380,0,,,
rowan_4,0,0,0,344,85,1236,3,,,
rowan_12,0,0,0,382,35,360,0,,,
rowan_7,0,0,0,358,45,438,1,,,
rowan_15,0,0,0,359,69,998,2,,,
rowan_17,0,2,0,248,42,480,1,,,
rowan_28,0,0,0,534,63,370,4,,,
rowan_36,0,0,0,724,51,352,1,,,
rowan_10,0,0,0,257,92,895,5,,,
rowan_18,0,0,0,363,6,13,0,,,
rowan_24,0,0,0,151,37,421,2,,,
rowan_30,0,0,0,279,53,456,0,,,
rowan_31,0,0,0,232,39,487,0,,,
rowan_40,0,0,0,644,40,569,4,,,
rowan_45,0,0,0,300,29,241,2,,,
rowan_19A,0,0,0,408,95,1188,4,,,
rowan_9,0,0,0,131,46,674,4,,,
rowan_21,0,0,0,409,81,694,2,,,
rowan_11,0,0,0,451,65,798,5,,,
rowan_42,0,0,0,444,4,4,0,,,
rowan_44,0,0,0,179,49,724,2,,,
rutherford_CURBSIDE,0,0,0,103,11,117,0,,,
rutherford_27,0,0,0,658,91,990,3,,,
rutherford_28,0,0,0,210,43,426,0,,,
rutherford_06A,0,0,0,412,30,626,3,,,
rutherford_19,0,0,0,232,39,427,1,,,
rutherford_04A,0,0,0,293,62,610,2,,,
rutherford_14,0,0,0,424,53,479,0,,,
rutherford_34,0,0,0,175,30,449,0,,,
rutherford_10A,0,0,0,117,18,403,0,,,
rutherford_16A,0,0,0,310,65,760,2,,,
rutherford_09A,0,0,0,369,95,931,5,,,
rutherford_29,0,0,0,274,35,483,2,,,
rutherford_11,0,0,0,635,139,1473,0,,,
rutherford_03A,0,0,0,199,69,726,1,,,
rutherford_05A,0,0,0,302,72,569,0,,,
rutherford_13,0,0,0,815,76,747,0,,,
rutherford_18,0,0,0,344,48,578,2,,,
rutherford_30,0,0,0,596,89,629,2,,,
sampson_MING,0,0,0,187,48,674,1,,,
sampson_GARL,0,0,0,174,11,144,0,,,
sampson_PLVW,0,0,0,139,33,789,3,,,
sampson_KEEN,0,0,0,97,26,274,1,,,
sampson_KFRK,0,0,0,231,25,286,3,,,
sampson_ROSE,0,0,0,83,32,200,1,,,
sampson_CLWE,0,0,0,163,16,322,0,,,
sampson_NGRV,0,0,0,140,14,284,0,,,
sampson_GIDD,0,0,0,193,22,150,0,,,
sampson_SBRG,0,0,0,95,21,245,0,,,
sampson_ONESTOP,0,0,0,3164,183,2699,10,,,
sampson_INGO,0,0,0,126,9,144,1,,,
sampson_TURK,0,0,0,222,14,174,1,,,
sampson_CLNE,0,0,0,178,37,302,2,,,
sampson_LAKE,0,0,0,435,18,210,3,,,
sampson_ROWA,0,0,0,173,19,287,0,,,
sampson_HARR,0,0,0,405,9,186,0,,,
sampson_HERR,0,0,0,44,9,287,2,,,
sampson_CLSW,0,0,0,136,21,179,0,,,
sampson_WBRK,0,0,0,112,20,326,0,,,
sampson_CLCE,0,0,0,203,4,28,0,,,
sampson_CLEM,0,0,0,134,17,377,0,,,
sampson_AUTR,0,0,0,91,20,334,1,,,
sampson_CLEA,0,0,0,414,19,246,0,,,
scotland_1,0,0,1,1044,27,195,0,,,
scotland_4,0,0,0,881,59,981,1,,,
scotland_7,0,0,0,933,26,468,1,,,
scotland_2,0,0,0,694,21,142,1,,,
scotland_5,0,0,0,198,29,390,0,,,
scotland_8,0,0,0,221,29,333,1,,,
scotland_ONESTOP,0,0,0,0,0,0,0,,,
scotland_9,0,0,0,371,32,394,2,,,
scotland_6,0,0,0,147,14,104,2,,,
scotland_3,0,0,1,726,49,734,2,,,
scotland_10,0,0,0,414,32,412,0,,,
stanly_15,0,0,0,168,31,229,1,,,
stanly_18,0,0,0,122,21,241,1,,,
stanly_20,0,0,0,99,51,522,1,,,
stanly_3,0,0,0,228,33,309,2,,,
stanly_22,0,0,0,169,35,468,1,,,
stanly_23,0,0,0,121,62,650,1,,,
stanly_25,0,0,2,135,51,674,1,,,
stanly_11,0,0,0,105,35,246,1,,,
stanly_16,0,0,0,111,19,180,0,,,
stanly_14,0,0,0,87,26,243,1,,,
stanly_26,0,0,0,141,46,370,1,,,
stanly_27,0,1,0,215,47,456,2,,,
stanly_24,0,0,1,95,32,539,0,,,
stanly_7,0,0,0,197,31,301,4,,,
stanly_13,0,0,0,78,33,328,5,,,
stanly_21,0,0,0,55,27,354,7,,,
stanly_28,0,0,0,158,23,182,1,,,
stanly_2,0,0,0,61,33,121,0,,,
stanly_8,0,0,0,390,8,22,1,,,
stanly_ONESTOP,0,0,1,2230,434,4670,21,,,
stanly_10,0,0,0,101,36,197,1,,,
stanly_12,0,0,0,47,15,167,0,,,
stanly_17,0,0,0,124,48,373,2,,,
stanly_19,0,0,0,97,49,394,0,,,
stokes_1,0,0,0,63,36,177,2,,,
stokes_20,0,0,0,120,33,314,3,,,
stokes_14,0,0,0,168,62,484,2,,,
stokes_16,0,0,0,165,28,232,4,,,
