WARD,PRECINCT,JOINID,Emanuel_M15,Wilson_M15,Fioretti_M15,Garcia_M15,Walls_M15
44,16,C44016,133,4,12,75,4
44,17,C44017,215,4,12,75,3
44,18,C44018,135,7,12,44,1
44,19,C44019,170,4,24,92,1
44,20,C44020,78,6,16,46,0
44,21,C44021,143,7,7,63,0
44,22,C44022,190,8,23,67,2
44,23,C44023,103,6,12,47,1
44,24,C44024,192,3,14,78,1
44,25,C44025,127,2,10,51,2
44,26,C44026,131,4,8,62,1
44,27,C44027,140,6,16,66,1
44,28,C44028,160,5,19,64,1
44,29,C44029,113,2,11,62,3
44,30,C44030,129,6,12,58,1
44,31,C44031,117,5,12,54,2
44,32,C44032,161,3,13,79,2
44,33,C44033,121,5,9,72,2
44,34,C44034,168,7,13,78,1
44,35,C44035,236,10,19,76,1
44,36,C44036,125,3,5,62,1
44,37,C44037,170,3,12,74,7
44,38,C44038,124,2,14,48,3
44,39,C44039,113,1,9,46,1
44,40,C44040,149,6,8,67,0
44,41,C44041,149,13,13,58,2
45,1,C45001,89,5,21,93,1
45,2,C45002,85,1,14,91,2
45,3,C45003,113,4,18,95,1
45,4,C45004,144,11,38,141,6
45,5,C45005,168,12,23,108,5
45,6,C45006,191,10,26,131,2
45,7,C45007,190,13,38,153,0
45,8,C45008,123,12,14,113,1
45,9,C45009,115,5,30,114,2
45,10,C45010,139,4,30,117,1
45,11,C45011,76,12,17,81,1
45,12,C45012,122,12,25,104,3
45,13,C45013,131,7,47,105,2
45,14,C45014,173,16,30,115,1
45,15,C45015,203,6,49,161,6
45,16,C45016,126,11,29,90,5
45,17,C45017,160,10,39,97,6
45,18,C45018,129,7,43,118,0
45,19,C45019,90,4,18,48,3
45,20,C45020,82,9,21,70,1
45,21,C45021,150,6,35,107,1
45,22,C45022,147,5,49,73,1
45,23,C45023,157,8,44,83,1
45,24,C45024,129,7,38,84,3
45,25,C45025,99,6,42,67,0
45,26,C45026,71,7,35,50,1
45,27,C45027,110,10,44,99,3
45,28,C45028,118,11,20,85,4
45,29,C45029,96,6,30,51,10
45,30,C45030,128,8,22,87,1
45,31,C45031,129,10,23,81,2
45,32,C45032,131,8,22,83,1
45,33,C45033,88,6,12,67,2
45,34,C45034,165,8,28,90,4
45,35,C45035,153,18,55,107,5
45,36,C45036,146,14,61,115,4
45,37,C45037,149,11,24,97,0
45,38,C45038,123,6,24,94,3
45,39,C45039,129,7,46,95,2
45,40,C45040,150,12,47,89,3
45,41,C45041,147,7,58,93,2
45,42,C45042,172,11,54,102,0
45,43,C45043,146,8,68,121,2
45,44,C45044,168,6,49,95,1
45,45,C45045,97,10,52,61,1
45,46,C45046,86,7,32,73,4
45,47,C45047,98,8,49,84,1
45,48,C45048,112,4,49,67,4
46,1,C46001,134,15,19,95,6
46,2,C46002,135,14,6,95,2
46,3,C46003,221,11,11,82,3
46,4,C46004,171,11,12,97,3
46,5,C46005,126,8,14,72,2
46,6,C46006,139,12,12,82,3
46,7,C46007,271,14,22,97,6
46,8,C46008,110,26,10,73,8
46,9,C46009,144,4,15,89,3
46,10,C46010,131,6,18,75,3
46,11,C46011,167,19,11,59,1
46,12,C46012,123,11,10,113,2
46,13,C46013,139,4,16,81,4
46,14,C46014,172,52,11,100,7
46,15,C46015,162,6,12,67,4
46,16,C46016,139,7,17,108,0
46,17,C46017,221,15,17,84,3
46,18,C46018,133,10,12,82,2
46,19,C46019,138,2,14,56,3
46,20,C46020,133,30,15,87,9
46,21,C46021,107,5,12,58,2
46,22,C46022,101,16,8,110,0
46,23,C46023,126,20,8,60,3
46,24,C46024,195,7,15,75,2
46,25,C46025,119,16,10,123,2
46,26,C46026,112,6,19,82,6
46,27,C46027,151,13,15,75,3
46,28,C46028,223,6,8,93,4
46,29,C46029,142,7,11,80,3
46,30,C46030,139,11,14,92,7
46,31,C46031,113,5,13,81,2
46,32,C46032,184,31,8,92,4
46,33,C46033,198,7,14,87,0
46,34,C46034,155,10,14,85,1
46,35,C46035,184,15,14,83,5
46,36,C46036,176,8,16,78,3
46,37,C46037,138,22,6,42,1
46,38,C46038,118,21,9,66,5
46,39,C46039,147,6,17,64,0
46,40,C46040,142,11,13,96,3
47,1,C47001,59,4,8,49,0
47,2,C47002,186,6,26,121,4
47,3,C47003,263,9,13,91,0
47,4,C47004,161,3,19,117,3
47,5,C47005,146,9,14,95,2
47,6,C47006,134,3,22,76,3
47,7,C47007,109,9,15,83,3
47,8,C47008,171,4,22,87,2
47,9,C47009,93,5,14,78,1
47,10,C47010,133,5,10,124,1
47,11,C47011,97,3,16,62,5
47,12,C47012,149,6,11,126,0
47,13,C47013,118,3,16,124,4
47,14,C47014,141,13,13,98,2
47,15,C47015,96,7,18,159,1
47,16,C47016,158,8,16,130,2
47,17,C47017,128,5,18,86,1
47,18,C47018,145,5,8,82,2
47,19,C47019,121,7,12,123,1
47,20,C47020,138,7,25,117,2
47,21,C47021,121,5,14,114,4
47,22,C47022,156,6,21,138,0
47,23,C47023,97,8,17,126,0
47,24,C47024,123,2,16,76,0
47,25,C47025,114,10,4,109,1
47,26,C47026,116,1,11,124,1
47,27,C47027,127,2,14,81,2
47,28,C47028,156,3,17,131,3
47,29,C47029,140,6,15,104,2
47,30,C47030,133,6,18,120,0
47,31,C47031,110,1,14,125,0
47,32,C47032,127,4,17,134,0
47,33,C47033,144,3,9,63,3
47,34,C47034,178,8,14,115,4
47,35,C47035,138,7,19,83,2
47,36,C47036,142,5,18,132,1
47,37,C47037,157,6,13,115,0
47,38,C47038,133,4,11,106,0
47,39,C47039,165,2,19,95,2
47,40,C47040,163,9,15,133,3
47,41,C47041,131,6,15,136,6
47,42,C47042,98,5,10,120,3
47,43,C47043,124,7,18,68,2
47,44,C47044,165,10,12,70,4
47,45,C47045,128,7,23,112,2
47,46,C47046,126,6,17,112,2
47,47,C47047,131,5,14,103,2
47,48,C47048,38,2,0,12,0
48,1,C48001,82,3,13,117,5
48,2,C48002,75,1,3,58,2
48,3,C48003,120,13,21,97,3
48,4,C48004,150,5,7,81,2
48,5,C48005,122,3,9,75,4
48,6,C48006,143,17,6,89,4
48,7,C48007,93,4,11,110,1
48,8,C48008,98,2,12,51,1
48,9,C48009,128,9,15,50,4
48,10,C48010,141,8,13,167,0
48,11,C48011,124,6,15,102,0
48,12,C48012,150,9,18,102,4
48,13,C48013,229,20,16,96,6
48,14,C48014,118,9,12,51,4
48,15,C48015,95,8,6,51,6
48,16,C48016,128,18,12,94,5
48,17,C48017,161,11,8,95,4
48,18,C48018,158,23,17,57,9
48,19,C48019,92,4,9,77,1
48,20,C48020,101,11,12,168,2
48,21,C48021,162,37,15,99,4
48,22,C48022,202,15,6,94,4
48,23,C48023,203,18,25,116,6
48,24,C48024,148,9,20,89,2
48,25,C48025,116,4,9,133,1
48,26,C48026,74,3,10,43,1
48,27,C48027,97,5,12,79,4
48,28,C48028,215,20,21,82,5
48,29,C48029,181,2,10,32,2
48,30,C48030,88,6,15,115,4
48,31,C48031,146,23,12,110,6
48,32,C48032,89,12,10,86,4
48,33,C48033,152,3,9,54,2
48,34,C48034,114,6,18,112,0
48,35,C48035,132,21,10,47,2
48,36,C48036,143,6,8,66,1
48,37,C48037,77,4,6,137,3
48,38,C48038,153,6,5,152,4
48,39,C48039,156,10,8,70,3
48,40,C48040,95,6,10,105,1
48,41,C48041,111,13,19,95,4
48,42,C48042,100,4,15,148,3
48,43,C48043,147,15,17,91,7
48,44,C48044,129,3,15,119,3
48,45,C48045,61,6,7,93,3
48,46,C48046,107,9,13,65,4
49,1,C49001,78,19,4,51,7
49,2,C49002,82,5,9,90,1
49,3,C49003,127,18,11,154,6
49,4,C49004,105,9,21,163,2
49,5,C49005,135,31,20,98,8
49,6,C49006,98,15,9,98,5
49,7,C49007,122,7,17,102,2
49,8,C49008,111,6,12,83,4
49,9,C49009,123,12,17,114,4
49,10,C49010,112,15,12,128,6
49,11,C49011,124,14,19,149,7
49,12,C49012,122,10,11,150,8
49,13,C49013,129,13,16,155,2
49,14,C49014,142,19,13,89,5
49,15,C49015,84,11,10,80,5
49,16,C49016,176,13,13,105,11
49,17,C49017,145,11,12,78,2
49,18,C49018,122,7,14,186,4
49,19,C49019,110,9,6,91,6
49,20,C49020,149,16,19,196,5
49,21,C49021,94,7,10,56,5
49,22,C49022,135,29,10,142,8
49,23,C49023,111,9,17,149,7
49,24,C49024,95,31,7,75,6
49,25,C49025,128,10,21,171,4
49,26,C49026,146,23,14,127,5
49,27,C49027,118,22,5,111,10
49,28,C49028,123,9,17,143,4
49,29,C49029,123,11,16,153,10
49,30,C49030,123,11,17,123,8
49,31,C49031,116,22,10,72,5
49,32,C49032,141,30,13,105,6
49,33,C49033,92,18,9,106,1
50,1,C50001,168,18,5,65,4
50,2,C50002,86,6,18,39,0
50,3,C50003,142,5,20,77,1
50,4,C50004,137,6,11,97,6
50,5,C50005,134,9,21,45,3
50,6,C50006,150,12,26,72,5
50,7,C50007,140,11,23,146,8
50,8,C50008,89,12,5,82,4
50,9,C50009,96,10,16,75,3
50,10,C50010,123,7,19,52,1
50,11,C50011,110,8,11,25,3
50,12,C50012,98,7,8,16,2
50,13,C50013,81,15,12,73,9
50,14,C50014,66,5,2,17,0
50,15,C50015,136,5,25,124,5
50,16,C50016,75,0,6,19,0
50,17,C50017,90,14,16,53,2
50,18,C50018,66,0,3,4,1
50,19,C50019,66,12,17,58,3
50,20,C50020,102,10,15,128,0
50,21,C50021,75,3,13,76,1
50,22,C50022,113,9,16,36,4
50,23,C50023,96,5,10,38,3
50,24,C50024,140,4,19,46,1
50,25,C50025,135,8,14,69,5
50,26,C50026,114,9,11,74,2
50,27,C50027,62,4,3,19,0
50,28,C50028,132,17,12,69,4
50,29,C50029,67,14,7,72,5
50,30,C50030,86,6,10,66,1
50,31,C50031,99,14,5,87,6
50,32,C50032,103,16,15,74,1
50,33,C50033,131,4,20,41,0
50,34,C50034,149,12,15,118,3
50,35,C50035,120,9,14,115,3
50,36,C50036,116,4,20,98,1
50,37,C50037,116,10,16,85,1
50,38,C50038,111,6,11,22,3
50,39,C50039,97,2,12,37,0
50,40,C50040,173,13,26,48,0
1,1,C01001,62,5,11,115,2
1,2,C01002,56,10,13,109,1
1,3,C01003,95,3,15,94,1
1,4,C01004,112,4,21,93,2
1,5,C01005,90,4,10,64,1
1,6,C01006,88,3,17,106,2
1,7,C01007,60,2,15,72,5
1,8,C01008,118,15,8,81,3
1,9,C01009,87,12,13,86,0
1,10,C01010,99,5,12,63,3
1,11,C01011,73,2,16,87,2
1,12,C01012,74,6,34,105,5
1,13,C01013,39,2,4,54,1
1,14,C01014,112,10,15,82,1
1,15,C01015,49,9,24,110,2
1,16,C01016,57,3,8,129,0
1,17,C01017,73,9,11,110,3
1,18,C01018,79,8,10,127,1
1,19,C01019,100,0,14,184,4
1,20,C01020,50,8,11,116,1
1,21,C01021,89,4,5,71,5
1,22,C01022,58,2,7,63,1
1,23,C01023,100,6,22,174,1
1,24,C01024,62,11,5,92,0
1,25,C01025,49,9,10,86,3
1,26,C01026,48,1,9,100,1
1,27,C01027,74,7,14,73,2
1,28,C01028,64,16,2,36,14
1,29,C01029,105,10,16,90,3
1,30,C01030,77,12,5,154,4
1,31,C01031,99,10,10,87,3
1,32,C01032,82,2,28,83,0
1,33,C01033,100,7,19,105,2
1,34,C01034,60,3,12,106,0
1,35,C01035,98,4,20,94,5
1,36,C01036,92,4,29,66,0
1,37,C01037,94,1,28,82,1
1,38,C01038,70,6,24,120,2
1,39,C01039,70,1,14,93,0
1,40,C01040,113,12,20,77,5
1,41,C01041,46,2,5,96,3
1,42,C01042,10,0,6,40,0
1,43,C01043,62,8,12,81,7
1,44,C01044,54,2,14,72,1
2,1,C02001,90,8,12,76,0
2,2,C02002,186,7,20,29,1
2,3,C02003,95,7,16,72,4
2,4,C02004,68,6,31,98,2
2,5,C02005,75,6,18,102,1
2,6,C02006,65,8,30,91,1
2,7,C02007,106,9,13,67,1
2,8,C02008,73,7,27,91,1
2,9,C02009,125,3,11,28,1
2,10,C02010,202,5,23,26,1
2,11,C02011,219,2,14,35,2
2,12,C02012,148,14,23,53,9
2,13,C02013,237,6,33,60,2
2,14,C02014,116,13,35,118,6
2,15,C02015,99,13,19,69,5
2,16,C02016,81,6,13,60,0
2,17,C02017,156,9,23,111,3
2,18,C02018,169,4,18,39,3
2,19,C02019,205,6,7,30,2
2,20,C02020,102,4,14,35,0
2,21,C02021,107,3,17,105,1
2,22,C02022,192,7,23,56,0
2,23,C02023,208,2,3,35,0
2,24,C02024,156,7,14,33,3
2,25,C02025,106,3,25,63,1
2,26,C02026,123,17,17,42,2
2,27,C02027,176,7,16,29,3
2,28,C02028,170,3,19,58,1
2,29,C02029,160,5,12,42,1
2,30,C02030,149,3,17,40,1
2,31,C02031,264,8,22,48,0
2,32,C02032,111,5,11,34,4
2,33,C02033,269,4,36,62,3
2,34,C02034,190,1,17,32,1
2,35,C02035,139,7,16,29,2
2,36,C02036,162,7,22,31,1
2,37,C02037,168,10,29,66,0
2,38,C02038,215,4,20,39,1
2,39,C02039,143,19,15,32,4
2,40,C02040,126,4,17,35,3
2,41,C02041,91,5,13,22,1
2,42,C02042,139,10,14,39,3
2,43,C02043,204,8,21,38,0
2,44,C02044,100,2,16,43,0
2,45,C02045,161,31,22,59,4
2,46,C02046,81,6,9,26,0
3,1,C03001,107,80,11,73,29
3,2,C03002,230,100,14,68,20
3,3,C03003,157,35,14,47,8
3,4,C03004,115,49,25,83,20
3,5,C03005,88,64,9,30,3
3,6,C03006,148,6,39,62,4
3,7,C03007,116,67,23,49,17
3,8,C03008,84,39,12,50,12
3,9,C03009,127,65,14,77,13
3,10,C03010,69,38,12,29,7
3,11,C03011,94,58,18,66,16
3,12,C03012,156,82,16,63,14
3,13,C03013,174,14,39,70,6
3,14,C03014,115,15,22,41,6
3,15,C03015,85,64,16,45,23
3,16,C03016,102,67,8,48,17
3,17,C03017,123,39,25,63,13
3,18,C03018,154,44,42,76,18
3,19,C03019,127,7,52,40,0
3,20,C03020,109,55,14,61,20
3,21,C03021,165,26,46,61,8
3,22,C03022,102,7,41,73,3
3,23,C03023,128,47,12,36,23
3,24,C03024,117,70,6,49,9
3,25,C03025,198,9,29,54,0
3,26,C03026,218,17,45,76,7
3,27,C03027,112,5,50,55,3
3,28,C03028,118,77,8,23,17
3,29,C03029,123,77,11,52,11
3,30,C03030,112,60,21,80,19
3,31,C03031,143,67,12,64,13
3,32,C03032,153,17,33,57,4
3,33,C03033,99,10,33,42,2
3,34,C03034,155,30,49,55,7
3,35,C03035,48,18,19,26,10
3,36,C03036,51,48,10,18,13
3,37,C03037,89,51,6,53,21
3,38,C03038,178,56,16,47,14
3,39,C03039,143,4,28,36,1
3,40,C03040,149,35,29,71,19
3,41,C03041,142,49,25,42,19
4,1,C04001,102,26,27,186,11
4,2,C04002,168,14,32,61,4
4,3,C04003,109,66,4,71,15
4,4,C04004,144,82,16,88,22
4,5,C04005,132,50,16,112,15
4,6,C04006,215,62,39,81,11
4,7,C04007,160,58,22,108,21
4,8,C04008,132,84,14,110,23
4,9,C04009,191,66,23,153,29
4,10,C04010,150,55,22,99,17
4,11,C04011,149,58,19,51,20
4,12,C04012,111,45,15,94,24
4,13,C04013,80,4,22,31,2
4,14,C04014,115,55,46,74,17
4,15,C04015,152,59,21,102,25
4,16,C04016,144,4,24,58,2
4,17,C04017,146,5,43,72,2
4,18,C04018,149,58,17,74,14
4,19,C04019,103,68,15,51,22
4,20,C04020,149,8,51,77,7
4,21,C04021,125,13,38,61,6
4,22,C04022,162,30,14,100,17
4,23,C04023,155,28,14,158,15
4,24,C04024,116,29,18,83,16
4,25,C04025,147,11,37,55,4
4,26,C04026,139,76,21,81,15
4,27,C04027,103,29,26,143,11
4,28,C04028,148,49,28,83,21
4,29,C04029,96,51,13,73,13
4,30,C04030,167,76,16,66,21
4,31,C04031,201,54,20,97,18
4,32,C04032,123,53,14,76,15
4,33,C04033,136,63,19,110,15
4,34,C04034,105,56,15,72,22
4,35,C04035,169,57,29,114,23
4,36,C04036,121,55,48,90,30
4,37,C04037,149,2,56,75,9
4,38,C04038,166,44,28,106,14
5,1,C05001,102,46,8,51,17
5,2,C05002,96,48,6,56,17
5,3,C05003,76,8,14,167,10
5,4,C05004,128,27,26,100,12
5,5,C05005,127,49,7,80,23
5,6,C05006,103,56,9,72,11
5,7,C05007,146,30,8,72,9
5,8,C05008,143,6,10,143,1
5,9,C05009,150,33,14,112,12
5,10,C05010,83,46,11,64,16
5,11,C05011,134,21,13,157,6
5,12,C05012,73,50,9,60,8
5,13,C05013,108,50,1,78,18
5,14,C05014,137,48,15,88,26
5,15,C05015,130,36,7,78,14
5,16,C05016,126,55,14,53,20
5,17,C05017,108,51,5,49,15
5,18,C05018,106,25,15,98,18
5,19,C05019,106,24,16,165,4
5,20,C05020,156,29,19,125,12
5,21,C05021,94,22,17,122,8
5,22,C05022,221,24,12,103,8
5,23,C05023,194,25,28,189,11
5,24,C05024,94,32,17,136,11
5,25,C05025,125,51,13,86,14
5,26,C05026,118,46,12,67,15
5,27,C05027,99,3,9,124,1
5,28,C05028,141,59,19,96,21
5,29,C05029,133,59,18,114,22
5,30,C05030,73,46,11,48,12
5,31,C05031,96,52,15,52,13
5,32,C05032,153,45,24,105,22
5,33,C05033,138,63,13,74,33
5,34,C05034,177,5,8,142,2
5,35,C05035,130,19,17,140,10
5,36,C05036,98,58,8,31,20
5,37,C05037,188,20,20,122,11
5,38,C05038,121,56,9,43,20
5,39,C05039,139,8,10,105,7
5,40,C05040,102,49,17,62,23
5,41,C05041,116,14,9,61,5
6,1,C06001,134,55,22,85,24
6,2,C06002,132,66,27,50,15
6,3,C06003,151,62,11,50,26
6,4,C06004,86,49,2,41,14
6,5,C06005,68,52,6,43,8
6,6,C06006,118,48,18,72,15
6,7,C06007,99,61,3,58,19
6,8,C06008,130,48,20,74,15
6,9,C06009,85,43,7,70,16
6,10,C06010,73,34,9,21,7
6,11,C06011,90,64,8,52,16
6,12,C06012,61,42,3,32,12
6,13,C06013,101,44,20,39,14
6,14,C06014,104,77,15,52,13
6,15,C06015,74,73,8,36,6
6,16,C06016,146,67,13,64,20
6,17,C06017,81,48,6,31,10
6,18,C06018,99,54,7,27,16
6,19,C06019,111,64,10,46,12
6,20,C06020,58,34,7,26,7
6,21,C06021,66,47,3,39,3
6,22,C06022,82,44,6,41,8
6,23,C06023,59,43,4,33,6
6,24,C06024,75,46,5,15,10
6,25,C06025,68,38,6,20,12
6,26,C06026,62,44,7,27,17
6,27,C06027,44,60,5,23,10
6,28,C06028,53,40,4,33,6
6,29,C06029,149,54,21,78,26
6,30,C06030,80,54,10,43,12
6,31,C06031,120,50,15,76,23
6,32,C06032,107,62,13,60,16
6,33,C06033,119,71,6,55,24
6,34,C06034,112,55,9,80,16
6,35,C06035,109,64,7,67,17
6,36,C06036,137,47,12,67,22
6,37,C06037,115,86,17,87,20
6,38,C06038,125,45,20,93,30
6,39,C06039,93,53,10,60,20
6,40,C06040,86,53,8,71,17
6,41,C06041,119,53,14,54,17
6,42,C06042,117,53,18,60,11
6,43,C06043,92,58,14,65,11
6,44,C06044,123,72,12,65,20
6,45,C06045,116,49,19,78,19
6,46,C06046,91,50,12,53,11
6,47,C06047,72,45,10,49,13
6,48,C06048,111,48,10,64,15
7,1,C07001,73,51,13,58,12
7,2,C07002,91,35,13,51,10
7,3,C07003,98,43,7,75,27
7,4,C07004,91,51,8,64,21
7,5,C07005,91,59,7,52,17
7,6,C07006,123,49,10,92,16
7,7,C07007,78,44,6,39,12
7,8,C07008,138,68,4,28,9
7,9,C07009,217,88,15,105,26
7,10,C07010,105,54,8,77,14
7,11,C07011,108,62,8,45,20
7,12,C07012,98,47,9,42,13
7,13,C07013,103,39,5,33,14
7,14,C07014,97,65,9,57,12
7,15,C07015,100,58,12,85,20
7,16,C07016,74,40,9,47,14
7,17,C07017,66,51,6,50,9
7,18,C07018,76,47,16,49,13
7,19,C07019,96,53,4,43,24
7,20,C07020,82,39,5,31,9
7,21,C07021,70,42,3,46,12
7,22,C07022,96,39,8,53,11
7,23,C07023,115,56,18,70,17
7,24,C07024,101,59,12,59,17
7,25,C07025,81,50,5,59,8
7,26,C07026,88,50,8,49,17
7,27,C07027,103,46,11,45,18
7,28,C07028,74,44,2,47,9
7,29,C07029,107,47,9,33,14
7,30,C07030,69,37,8,49,12
7,31,C07031,64,17,7,54,6
7,32,C07032,196,57,29,81,29
7,33,C07033,167,54,15,108,26
7,34,C07034,125,69,22,65,32
7,35,C07035,91,53,12,68,11
7,36,C07036,125,60,16,93,24
7,37,C07037,124,46,14,92,21
7,38,C07038,87,36,9,35,11
7,39,C07039,103,44,4,49,23
7,40,C07040,118,58,8,53,15
7,41,C07041,96,51,16,48,10
7,42,C07042,107,44,6,43,15
7,43,C07043,110,61,7,54,8
7,44,C07044,96,54,5,44,6
7,45,C07045,98,53,8,58,8
7,46,C07046,74,24,3,17,8
8,1,C08001,74,54,5,35,15
8,2,C08002,106,38,16,51,14
8,3,C08003,146,68,25,72,18
8,4,C08004,146,48,5,78,26
8,5,C08005,131,83,15,87,22
8,6,C08006,131,45,11,64,13
8,7,C08007,144,55,9,98,17
8,8,C08008,130,58,22,72,18
8,9,C08009,80,31,6,52,13
8,10,C08010,145,53,24,113,24
8,11,C08011,113,47,11,56,27
8,12,C08012,104,50,8,55,11
8,13,C08013,138,65,8,58,17
8,14,C08014,43,43,2,32,7
8,15,C08015,100,62,11,42,12
8,16,C08016,33,16,2,17,4
8,17,C08017,111,40,14,62,16
8,18,C08018,105,51,6,36,10
8,19,C08019,118,77,24,98,23
8,20,C08020,114,73,14,54,27
8,21,C08021,111,65,13,67,26
8,22,C08022,99,67,8,40,21
8,23,C08023,89,42,12,51,11
8,24,C08024,76,29,12,39,14
8,25,C08025,114,50,1,52,13
8,26,C08026,109,51,7,49,16
8,27,C08027,122,59,15,85,17
8,28,C08028,120,67,7,63,19
8,29,C08029,108,64,9,89,16
8,30,C08030,119,69,12,71,16
8,31,C08031,90,44,19,46,12
8,32,C08032,105,44,2,53,17
8,33,C08033,129,64,9,47,8
8,34,C08034,104,74,10,58,13
8,35,C08035,136,72,15,74,18
8,36,C08036,118,62,16,63,22
8,37,C08037,108,32,19,68,18
8,38,C08038,80,42,7,32,17
8,39,C08039,107,62,6,80,12
8,40,C08040,92,35,4,50,15
8,41,C08041,108,64,13,55,18
8,42,C08042,131,71,5,84,26
8,43,C08043,48,37,2,36,9
8,44,C08044,71,33,6,50,18
8,45,C08045,84,48,5,37,10
8,46,C08046,66,52,11,56,11
8,47,C08047,106,63,2,47,7
8,48,C08048,93,46,8,48,21
8,49,C08049,111,49,11,79,14
8,50,C08050,132,64,8,83,12
8,51,C08051,123,74,12,69,9
8,52,C08052,145,87,15,75,38
8,53,C08053,64,42,5,31,14
8,54,C08054,86,36,5,34,7
8,55,C08055,90,32,5,26,8
8,56,C08056,132,38,15,70,26
9,1,C09001,124,59,4,37,21
9,2,C09002,95,59,5,45,12
9,3,C09003,52,51,3,25,13
9,4,C09004,95,37,9,36,10
9,5,C09005,111,58,7,48,17
9,6,C09006,96,71,6,52,27
9,7,C09007,78,42,6,33,10
9,8,C09008,88,58,9,38,13
9,9,C09009,140,71,9,58,17
9,10,C09010,86,62,2,36,16
9,11,C09011,72,47,9,45,8
9,12,C09012,112,66,12,64,26
9,13,C09013,138,77,14,67,14
9,14,C09014,159,77,17,79,13
9,15,C09015,57,57,6,23,10
9,16,C09016,104,55,10,48,14
9,17,C09017,75,55,2,32,21
9,18,C09018,61,46,8,35,8
9,19,C09019,86,58,10,54,11
9,20,C09020,131,62,7,67,17
9,21,C09021,110,56,7,34,17
9,22,C09022,133,49,19,60,17
9,23,C09023,117,64,13,71,19
9,24,C09024,127,57,9,68,10
9,25,C09025,88,62,12,79,12
9,26,C09026,64,30,7,37,15
9,27,C09027,102,59,10,31,18
9,28,C09028,60,27,2,34,1
9,29,C09029,100,55,3,48,22
9,30,C09030,69,66,10,47,9
9,31,C09031,86,63,12,30,10
9,32,C09032,96,62,9,57,13
9,33,C09033,91,40,4,26,17
9,34,C09034,75,70,7,30,9
9,35,C09035,133,58,16,44,16
9,36,C09036,102,44,7,44,11
9,37,C09037,145,24,57,90,10
9,38,C09038,103,52,8,53,18
9,39,C09039,109,59,12,58,19
9,40,C09040,140,62,13,58,17
9,41,C09041,104,47,12,42,11
9,42,C09042,118,51,8,108,19
9,43,C09043,86,51,12,39,14
9,44,C09044,79,74,6,60,18
9,45,C09045,87,49,6,33,9
9,46,C09046,114,57,10,52,17
9,47,C09047,142,69,16,76,15
9,48,C09048,110,68,12,65,22
9,49,C09049,96,54,12,52,20
9,50,C09050,134,61,22,113,31
9,51,C09051,106,65,9,64,23